state,fips,distributed,vaccinated,fully_vaccinated,daily_vaccinated
Washington,53,567725.0,162105.0,17689.0,
Illinois,17,903100.0,284035.0,62757.0,
California,06,3286050.0,703540.0,100089.0,
Arizona,04,563025.0,95141.0,8343.0,
Massachusetts,25,476025.0,184984.0,19073.0,
Wisconsin,55,429500.0,125895.0,11343.0,
Texas,48,1949125.0,809148.0,101317.0,
Nebraska,31,177375.0,65924.0,8459.0,
Utah,49,256275.0,90613.0,4608.0,
Oregon,41,321425.0,99594.0,4813.0,
Florida,12,1676300.0,586741.0,41725.0,
New York,36,1622100.0,543014.0,36422.0,
Rhode Island,44,80225.0,35385.0,4141.0,
Georgia,13,960975.0,85110.0,7746.0,
New Hampshire,33,122350.0,11615.0,5.0,
North Carolina,37,836450.0,189213.0,19293.0,
New Jersey,34,654900.0,206737.0,14306.0,
Colorado,08,516750.0,187838.0,36425.0,
Maryland,24,552800.0,136576.0,6663.0,
Nevada,32,207150.0,31320.0,8761.0,
Tennessee,47,485800.0,143735.0,17914.0,
Hawaii,15,141750.0,,,
Indiana,18,540475.0,114781.0,23546.0,
Kentucky,21,329450.0,102517.0,6335.0,
Minnesota,27,453200.0,152280.0,9798.0,
Oklahoma,40,381375.0,109045.0,17463.0,
Pennsylvania,42,974725.0,266288.0,10591.0,
South Carolina,45,315950.0,77042.0,3954.0,
District of Columbia,11,62725.0,,,
Kansas,20,193175.0,53988.0,9577.0,
Missouri,29,485175.0,107939.0,22155.0,
Vermont,50,64925.0,,,
Virginia,51,797150.0,,,
Connecticut,09,250775.0,56350.0,4174.0,
Iowa,19,208875.0,91969.0,6099.0,
Louisiana,22,368300.0,117022.0,18314.0,
Ohio,39,866050.0,311867.0,,
Michigan,26,768150.0,207786.0,19472.0,
South Dakota,46,83500.0,41322.0,7374.0,
Arkansas,05,274400.0,39357.0,8.0,
Delaware,10,88325.0,15911.0,2784.0,
Mississippi,28,212050.0,45733.0,4832.0,
New Mexico,35,177075.0,43344.0,11335.0,
North Dakota,38,53525.0,33648.0,5815.0,
Wyoming,56,47800.0,13577.0,2116.0,
Alaska,02,141600.0,22486.0,5400.0,
Maine,23,132975.0,38045.0,4518.0,
Alabama,01,377025.0,70861.0,7270.0,
Idaho,16,146750.0,31504.0,4308.0,
Montana,30,78350.0,30887.0,5843.0,
West Virginia,54,160975.0,,,
