state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18604,18604,704,73
Illinois,17,0,0,1892,0
California,06,0,0,9998,0
Arizona,04,55559,55559,2300,146
Massachusetts,25,18859,18859,1149,0
Wisconsin,55,25268,25268,461,71
Texas,48,0,0,8395,0
Nebraska,31,5942,5942,201,6
Utah,49,14151,14151,333,48
Oregon,41,8185,8185,226,23
Florida,12,77134,77134,4681,261
New York,36,89995,89995,6888,0
Rhode Island,44,8689,8689,222,0
Georgia,13,53340,53340,3385,229
New Hampshire,33,1073,1073,128,2
North Carolina,37,0,0,2101,0
New Jersey,34,62347,62347,2514,126
Colorado,08,22778,22778,481,75
Maryland,24,33728,33728,1192,99
Nevada,32,0,0,827,0
Tennessee,47,17997,17997,1285,28
Hawaii,15,2149,2149,40,0
Indiana,18,41530,41530,1079,71
Kentucky,21,17942,17942,1059,13
Minnesota,27,25116,25116,326,69
Oklahoma,40,23150,23150,755,65
Pennsylvania,42,0,0,2452,0
South Carolina,45,19307,19307,1302,102
District of Columbia,11,0,0,191,0
Kansas,20,8887,8887,348,0
Missouri,29,0,0,1490,0
Vermont,50,0,0,49,0
Virginia,51,22846,22846,1991,128
Connecticut,09,12257,12257,674,0
Iowa,19,0,0,225,0
Louisiana,22,0,0,1001,0
Ohio,39,48492,48492,1703,81
Michigan,26,0,0,1024,0
South Dakota,46,6431,6431,82,6
Arkansas,05,14298,14298,690,20
Delaware,10,0,0,282,0
Mississippi,28,8902,8902,648,0
New Mexico,35,12657,12657,341,23
North Dakota,38,3828,3828,36,1
Wyoming,56,1311,1311,44,0
Alaska,02,1230,1230,35,0
Maine,23,1476,1476,100,7
Alabama,01,44148,44148,1140,0
Idaho,16,6875,6875,180,23
Montana,30,4441,4441,92,9
West Virginia,54,0,0,321,0
