state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,1034,0
Arizona,04,427,427,0,41
Massachusetts,25,399,399,0,49
Wisconsin,55,0,0,0,0
Texas,48,0,0,0,0
Nebraska,31,0,0,0,0
Utah,49,0,0,0,0
Oregon,41,117,117,107,15
Florida,12,594,594,0,68
New York,36,12695,12695,8503,2241
Rhode Island,44,0,0,35,0
Georgia,13,666,666,0,49
New Hampshire,33,33,33,0,3
North Carolina,37,0,0,91,0
New Jersey,34,0,0,2000,0
Colorado,08,326,326,358,52
Maryland,24,277,277,0,51
Nevada,32,0,0,0,0
Tennessee,47,133,133,0,15
Hawaii,15,12,12,0,4
Indiana,18,0,0,0,0
Kentucky,21,0,0,0,0
Minnesota,27,75,75,39,18
Oklahoma,40,140,140,0,14
Pennsylvania,42,353,353,0,37
South Carolina,45,102,102,0,0
District of Columbia,11,0,0,0,0
Kansas,20,55,55,0,28
Missouri,29,0,0,0,0
Vermont,50,18,18,0,0
Virginia,51,99,99,0,16
Connecticut,09,0,0,404,0
Iowa,19,68,68,51,7
Louisiana,22,0,0,1127,0
Ohio,39,403,403,0,59
Michigan,26,0,0,0,0
South Dakota,46,0,0,0,0
Arkansas,05,0,0,43,0
Delaware,10,0,0,33,0
Mississippi,28,235,235,0,16
New Mexico,35,0,0,22,0
North Dakota,38,17,17,0,1
Wyoming,56,15,15,0,1
Alaska,02,10,10,0,0
Maine,23,0,0,0,0
Alabama,01,0,0,158,0
Idaho,16,36,36,35,11
Montana,30,8,8,0,1
West Virginia,54,1,1,0,0
