state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,13908,13908,1200,0
Illinois,17,0,0,4021,0
California,06,0,0,19797,0
Arizona,04,35337,35337,4165,360
Massachusetts,25,15905,15905,2077,0
Wisconsin,55,20734,20734,1243,31
Texas,48,0,0,10773,0
Nebraska,31,5085,5085,505,-3
Utah,49,10522,10522,526,116
Oregon,41,6168,6168,530,0
Florida,12,62118,62118,5647,196
New York,36,89995,89995,6884,0
Rhode Island,44,6131,6131,442,0
Georgia,13,40648,40648,4325,18
New Hampshire,33,894,894,277,0
North Carolina,37,0,0,3023,0
New Jersey,34,46257,46257,3431,55
Colorado,08,17860,17860,1168,21
Maryland,24,25717,25717,1685,176
Nevada,32,0,0,1885,0
Tennessee,47,14071,14071,3002,27
Hawaii,15,1711,1711,64,0
Indiana,18,33835,33835,2808,171
Kentucky,21,13035,13035,1511,208
Minnesota,27,21213,21213,1048,108
Oklahoma,40,16122,16122,1729,210
Pennsylvania,42,0,0,5806,0
South Carolina,45,13894,13894,1758,118
District of Columbia,11,0,0,244,0
Kansas,20,6424,6424,1014,0
Missouri,29,0,0,2821,0
Vermont,50,0,0,17,0
Virginia,51,17464,17464,2454,14
Connecticut,09,12257,12257,1200,0
Iowa,19,0,0,558,0
Louisiana,22,0,0,1633,0
Ohio,39,36513,36513,4298,168
Michigan,26,0,0,3108,0
South Dakota,46,5533,5533,289,30
Arkansas,05,10956,10956,1059,29
Delaware,10,0,0,400,0
Mississippi,28,8039,8039,1377,0
New Mexico,35,9181,9181,749,22
North Dakota,38,3485,3485,111,13
Wyoming,56,1039,1039,146,12
Alaska,02,991,991,79,8
Maine,23,1020,1020,183,0
Alabama,01,32115,32115,2470,161
Idaho,16,5357,5357,433,0
Montana,30,3429,3429,216,23
West Virginia,54,0,0,686,0
