state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3230,3230,553,74
Illinois,17,0,0,3753,0
California,06,0,0,4342,0
Arizona,04,2984,2984,784,41
Massachusetts,25,9260,9260,2237,98
Wisconsin,55,2292,2292,388,33
Texas,48,0,0,1688,0
Nebraska,31,0,0,0,0
Utah,49,676,676,165,16
Oregon,41,737,737,146,5
Florida,12,9567,9567,0,195
New York,36,88083,88083,4642,240
Rhode Island,44,1557,1557,233,20
Georgia,13,7411,7411,848,98
New Hampshire,33,419,419,93,26
North Carolina,37,0,0,589,0
New Jersey,34,0,0,2974,0
Colorado,08,4105,4105,538,23
Maryland,24,7825,7825,1320,191
Nevada,32,0,0,402,0
Tennessee,47,1573,1573,478,13
Hawaii,15,84,84,0,1
Indiana,18,5285,5285,1138,0
Kentucky,21,2076,2076,477,35
Minnesota,27,2534,2534,568,102
Oklahoma,40,926,926,174,0
Pennsylvania,42,0,0,1560,0
South Carolina,45,1534,1534,430,0
District of Columbia,11,0,0,324,0
Kansas,20,787,787,0,0
Missouri,29,0,0,742,0
Vermont,50,0,0,21,0
Virginia,51,4181,4181,1384,36
Connecticut,09,12538,12538,724,0
Iowa,19,0,0,362,0
Louisiana,22,0,0,836,0
Ohio,39,5437,5437,858,58
Michigan,26,0,0,953,0
South Dakota,46,358,358,90,7
Arkansas,05,590,590,81,6
Delaware,10,0,0,210,0
Mississippi,28,1996,1996,590,30
New Mexico,35,1139,1139,208,0
North Dakota,38,150,150,39,3
Wyoming,56,77,77,10,1
Alaska,02,49,49,10,0
Maine,23,243,243,50,3
Alabama,01,1589,1589,446,28
Idaho,16,225,225,19,2
Montana,30,65,65,3,0
West Virginia,54,0,0,39,0
