state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8803,8803,526,8
Illinois,17,0,0,4409,0
California,06,0,0,3668,0
Arizona,04,22211,22211,1232,9
Massachusetts,25,13373,13373,588,0
Wisconsin,55,12939,12939,2003,100
Texas,48,0,0,6103,0
Nebraska,31,3289,3289,794,9
Utah,49,6162,6162,460,78
Oregon,41,3378,3378,266,0
Florida,12,51196,51196,2902,103
New York,36,89995,89995,1444,0
Rhode Island,44,3584,3584,212,0
Georgia,13,32483,32483,1916,15
New Hampshire,33,794,794,56,0
North Carolina,37,0,0,1169,0
New Jersey,34,38336,38336,1537,36
Colorado,08,10050,10050,1174,33
Maryland,24,17833,17833,707,103
Nevada,32,0,0,891,0
Tennessee,47,10732,10732,1705,54
Hawaii,15,1161,1161,75,4
Indiana,18,18738,18738,2174,233
Kentucky,21,8274,8274,1133,430
Minnesota,27,11671,11671,1084,144
Oklahoma,40,9621,9621,1045,51
Pennsylvania,42,0,0,1827,0
South Carolina,45,10884,10884,746,30
District of Columbia,11,0,0,104,0
Kansas,20,4138,4138,500,71
Missouri,29,0,0,2016,0
Vermont,50,0,0,11,0
Virginia,51,13116,13116,1127,52
Connecticut,09,12257,12257,496,0
Iowa,19,0,0,1034,0
Louisiana,22,0,0,652,0
Ohio,39,20651,20651,2533,154
Michigan,26,0,0,2815,0
South Dakota,46,3227,3227,566,43
Arkansas,05,7496,7496,786,62
Delaware,10,0,0,119,0
Mississippi,28,6914,6914,718,186
New Mexico,35,5204,5204,423,82
North Dakota,38,1906,1906,383,25
Wyoming,56,520,520,172,15
Alaska,02,514,514,119,5
Maine,23,532,532,49,7
Alabama,01,21294,21294,1174,0
Idaho,16,2889,2889,320,19
Montana,30,1492,1492,470,15
West Virginia,54,0,0,290,0
