state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,626,0
Illinois,17,0,0,4367,0
California,06,0,0,4519,0
Arizona,04,2636,2636,808,41
Massachusetts,25,8314,8314,2767,107
Wisconsin,55,1977,1977,356,38
Texas,48,0,0,1716,0
Nebraska,31,0,0,0,0
Utah,49,566,566,161,8
Oregon,41,685,685,163,7
Florida,12,7993,7993,0,0
New York,36,85782,85782,6394,328
Rhode Island,44,1372,1372,272,21
Georgia,13,6438,6438,1029,93
New Hampshire,33,335,335,115,9
North Carolina,37,0,0,492,0
New Jersey,34,0,0,3823,0
Colorado,08,3842,3842,671,53
Maryland,24,6679,6679,1496,126
Nevada,32,0,0,425,0
Tennessee,47,1454,1454,535,19
Hawaii,15,81,81,0,0
Indiana,18,4389,4389,1294,0
Kentucky,21,1887,1887,385,52
Minnesota,27,1985,1985,498,70
Oklahoma,40,863,863,215,5
Pennsylvania,42,0,0,1934,0
South Carolina,45,1421,1421,0,83
District of Columbia,11,0,0,393,0
Kansas,20,724,724,0,20
Missouri,29,0,0,812,0
Vermont,50,0,0,17,0
Virginia,51,3657,3657,1511,65
Connecticut,09,10946,10946,1033,0
Iowa,19,0,0,387,0
Louisiana,22,0,0,1091,0
Ohio,39,4791,4791,944,73
Michigan,26,0,0,1256,0
South Dakota,46,296,296,80,6
Arkansas,05,520,520,65,11
Delaware,10,0,0,269,0
Mississippi,28,1712,1712,573,45
New Mexico,35,886,886,223,0
North Dakota,38,130,130,35,1
Wyoming,56,68,68,8,1
Alaska,02,43,43,8,1
Maine,23,211,211,35,4
Alabama,01,1377,1377,519,27
Idaho,16,212,212,26,0
Montana,30,63,63,3,0
West Virginia,54,0,0,57,0
