state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4630,4630,468,48
Illinois,17,0,0,1507,0
California,06,0,0,7821,0
Arizona,04,5526,5526,3437,139
Massachusetts,25,11559,11559,635,42
Wisconsin,55,3726,3726,284,43
Texas,48,0,0,9689,0
Nebraska,31,1405,1405,97,7
Utah,49,1700,1700,207,22
Oregon,41,1155,1155,188,14
Florida,12,17479,17479,0,411
New York,36,89995,89995,851,0
Rhode Island,44,2043,2043,55,0
Georgia,13,12606,12606,2322,106
New Hampshire,33,578,578,22,1
North Carolina,37,0,0,1034,0
New Jersey,34,20505,20505,963,79
Colorado,08,5831,5831,318,11
Maryland,24,11221,11221,406,37
Nevada,32,0,0,935,0
Tennessee,47,3088,3088,1135,65
Hawaii,15,122,122,0,3
Indiana,18,7386,7386,686,21
Kentucky,21,2747,2747,457,10
Minnesota,27,4305,4305,251,33
Oklahoma,40,1893,1893,453,89
Pennsylvania,42,0,0,650,0
South Carolina,45,3090,3090,1433,0
District of Columbia,11,0,0,92,0
Kansas,20,1269,1269,0,0
Missouri,29,0,0,811,0
Vermont,50,0,0,15,0
Virginia,51,6625,6625,956,48
Connecticut,09,10552,10552,90,141
Iowa,19,0,0,168,0
Louisiana,22,0,0,1042,0
Ohio,39,8570,8570,890,81
Michigan,26,0,0,505,0
South Dakota,46,718,718,61,9
Arkansas,05,1705,1705,394,50
Delaware,10,0,0,63,0
Mississippi,28,3414,3414,941,49
New Mexico,35,2137,2137,154,36
North Dakota,38,257,257,30,5
Wyoming,56,121,121,12,1
Alaska,02,87,87,28,3
Maine,23,365,365,16,2
Alabama,01,3039,3039,1135,33
Idaho,16,411,411,120,15
Montana,30,120,120,24,3
West Virginia,54,0,0,50,0
