state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4093,4093,402,26
Illinois,17,0,0,1626,0
California,06,0,0,5522,0
Arizona,04,4406,4406,2453,93
Massachusetts,25,11252,11252,822,33
Wisconsin,55,3326,3326,247,27
Texas,48,0,0,4739,0
Nebraska,31,1268,1268,131,11
Utah,49,1290,1290,230,34
Oregon,41,1006,1006,185,23
Florida,12,14068,14068,0,203
New York,36,89995,89995,996,0
Rhode Island,44,1981,1981,103,14
Georgia,13,10457,10457,1135,144
New Hampshire,33,558,558,49,0
North Carolina,37,0,0,891,0
New Jersey,34,19668,19668,1182,70
Colorado,08,5386,5386,247,11
Maryland,24,10683,10683,511,35
Nevada,32,0,0,467,0
Tennessee,47,2431,2431,741,45
Hawaii,15,105,105,0,1
Indiana,18,6912,6912,723,29
Kentucky,21,2584,2584,377,10
Minnesota,27,3943,3943,336,46
Oklahoma,40,1336,1336,277,17
Pennsylvania,42,0,0,704,0
South Carolina,45,2377,2377,881,0
District of Columbia,11,0,0,157,0
Kansas,20,1082,1082,0,0
Missouri,29,0,0,546,0
Vermont,50,0,0,15,0
Virginia,51,5995,5995,854,40
Connecticut,09,10268,10268,122,169
Iowa,19,0,0,137,0
Louisiana,22,0,0,653,0
Ohio,39,7502,7502,624,55
Michigan,26,0,0,557,0
South Dakota,46,632,632,79,3
Arkansas,05,1245,1245,284,31
Delaware,10,0,0,93,0
Mississippi,28,2998,2998,755,52
New Mexico,35,1811,1811,135,18
North Dakota,38,222,222,25,3
Wyoming,56,111,111,7,2
Alaska,02,67,67,14,0
Maine,23,343,343,25,4
Alabama,01,2612,2612,694,45
Idaho,16,300,300,45,2
Montana,30,93,93,15,0
West Virginia,54,0,0,24,0
