state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18516,18516,704,-14
Illinois,17,0,0,1954,0
California,06,0,0,11045,0
Arizona,04,55272,55272,2507,184
Massachusetts,25,18859,18859,1313,0
Wisconsin,55,25142,25142,489,52
Texas,48,0,0,8933,0
Nebraska,31,5931,5931,230,3
Utah,49,14054,14054,363,47
Oregon,41,8107,8107,241,31
Florida,12,76587,76587,4906,301
New York,36,89995,89995,7342,0
Rhode Island,44,8657,8657,238,42
Georgia,13,52853,52853,3511,310
New Hampshire,33,1069,1069,138,4
North Carolina,37,0,0,2185,0
New Jersey,34,62108,62108,2656,156
Colorado,08,22655,22655,507,39
Maryland,24,33508,33508,1272,110
Nevada,32,0,0,879,0
Tennessee,47,17920,17920,1385,45
Hawaii,15,2147,2147,49,8
Indiana,18,41378,41378,1226,86
Kentucky,21,17824,17824,1142,109
Minnesota,27,24989,24989,320,65
Oklahoma,40,23020,23020,807,90
Pennsylvania,42,0,0,2687,0
South Carolina,45,19086,19086,1391,145
District of Columbia,11,0,0,225,0
Kansas,20,8840,8840,377,0
Missouri,29,0,0,1488,0
Vermont,50,0,0,54,0
Virginia,51,22615,22615,2136,145
Connecticut,09,12257,12257,731,0
Iowa,19,0,0,273,0
Louisiana,22,0,0,1052,0
Ohio,39,48269,48269,1862,189
Michigan,26,0,0,1061,0
South Dakota,46,6411,6411,104,14
Arkansas,05,14255,14255,712,44
Delaware,10,0,0,253,0
Mississippi,28,8902,8902,690,0
New Mexico,35,12559,12559,371,2
North Dakota,38,3827,3827,39,7
Wyoming,56,1309,1309,41,3
Alaska,02,1227,1227,33,3
Maine,23,1464,1464,100,6
Alabama,01,43906,43906,1281,221
Idaho,16,6838,6838,176,-1
Montana,30,4414,4414,111,14
West Virginia,54,0,0,364,0
