state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,474,0
Illinois,17,0,0,4953,0
California,06,0,0,4981,0
Arizona,04,1937,1937,755,53
Massachusetts,25,5942,5942,3803,184
Wisconsin,55,1512,1512,359,23
Texas,48,0,0,1686,0
Nebraska,31,0,0,0,0
Utah,49,390,390,0,7
Oregon,41,569,569,227,15
Florida,12,5795,5795,0,171
New York,36,77400,77400,11598,950
Rhode Island,44,896,896,339,146
Georgia,13,5156,5156,0,100
New Hampshire,33,259,259,107,10
North Carolina,37,0,0,546,0
New Jersey,34,0,0,6137,0
Colorado,08,2697,2697,959,76
Maryland,24,4559,4559,1711,157
Nevada,32,0,0,0,0
Tennessee,47,1045,1045,605,32
Hawaii,15,69,69,0,0
Indiana,18,0,0,1466,0
Kentucky,21,1359,1359,325,28
Minnesota,27,1044,1044,365,94
Oklahoma,40,703,703,291,10
Pennsylvania,42,0,0,2707,0
South Carolina,45,1000,1000,0,0
District of Columbia,11,0,0,0,0
Kansas,20,523,523,0,8
Missouri,29,0,0,853,0
Vermont,50,0,0,23,0
Virginia,51,2259,2259,1550,94
Connecticut,09,0,0,1650,0
Iowa,19,0,0,335,0
Louisiana,22,0,0,1601,0
Ohio,39,3533,3533,0,112
Michigan,26,0,0,2319,0
South Dakota,46,173,173,76,8
Arkansas,05,402,402,95,13
Delaware,10,0,0,296,0
Mississippi,28,1175,1175,639,49
New Mexico,35,536,536,172,0
North Dakota,38,85,85,30,3
Wyoming,56,56,56,13,0
Alaska,02,38,38,19,0
Maine,23,170,170,35,4
Alabama,01,978,978,479,33
Idaho,16,175,175,36,2
Montana,30,61,61,5,0
West Virginia,54,0,0,84,0
