state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18969,18969,608,35
Illinois,17,0,0,1551,0
California,06,0,0,7747,0
Arizona,04,56872,56872,1650,140
Massachusetts,25,19176,19176,970,0
Wisconsin,55,25716,25716,370,81
Texas,48,0,0,7535,0
Nebraska,31,6032,6032,170,23
Utah,49,14421,14421,260,39
Oregon,41,8403,8403,206,23
Florida,12,78840,78840,4213,250
New York,36,89995,89995,5977,0
Rhode Island,44,8870,8870,177,0
Georgia,13,54647,54647,2840,213
New Hampshire,33,1092,1092,109,0
North Carolina,37,0,0,1708,0
New Jersey,34,63062,63062,2145,104
Colorado,08,23156,23156,437,55
Maryland,24,34355,34355,1049,90
Nevada,32,0,0,639,0
Tennessee,47,18267,18267,1123,32
Hawaii,15,2182,2182,42,0
Indiana,18,42378,42378,923,45
Kentucky,21,18555,18555,921,117
Minnesota,27,25426,25426,282,58
Oklahoma,40,23606,23606,620,69
Pennsylvania,42,0,0,2060,0
South Carolina,45,19899,19899,1086,103
District of Columbia,11,0,0,206,0
Kansas,20,9071,9071,290,0
Missouri,29,0,0,1257,0
Vermont,50,0,0,39,0
Virginia,51,23436,23436,1594,67
Connecticut,09,12257,12257,535,0
Iowa,19,0,0,238,0
Louisiana,22,0,0,806,0
Ohio,39,49317,49317,1454,104
Michigan,26,0,0,860,0
South Dakota,46,6509,6509,95,17
Arkansas,05,14526,14526,605,26
Delaware,10,0,0,178,0
Mississippi,28,8978,8978,563,0
New Mexico,35,12901,12901,278,10
North Dakota,38,3856,3856,39,9
Wyoming,56,1367,1367,31,0
Alaska,02,1243,1243,34,0
Maine,23,1505,1505,75,2
Alabama,01,44767,44767,895,0
Idaho,16,6973,6973,142,9
Montana,30,4517,4517,78,11
West Virginia,54,0,0,292,0
