state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5655,5655,530,87
Illinois,17,0,0,1407,0
California,06,0,0,7761,0
Arizona,04,11371,11371,2147,25
Massachusetts,25,11936,11936,406,6
Wisconsin,55,4717,4717,354,36
Texas,48,0,0,8969,0
Nebraska,31,1629,1629,142,7
Utah,49,2430,2430,289,18
Oregon,41,1607,1607,208,0
Florida,12,27524,27524,7952,180
New York,36,89995,89995,556,0
Rhode Island,44,2211,2211,76,0
Georgia,13,19064,19064,3069,69
New Hampshire,33,695,695,22,0
North Carolina,37,0,0,1142,0
New Jersey,34,21565,21565,695,0
Colorado,08,6474,6474,308,9
Maryland,24,12746,12746,553,74
Nevada,32,0,0,1165,0
Tennessee,47,4756,4756,1271,32
Hawaii,15,194,194,75,15
Indiana,18,8848,8848,873,67
Kentucky,21,3782,3782,602,0
Minnesota,27,5241,5241,302,33
Oklahoma,40,3241,3241,628,13
Pennsylvania,42,0,0,564,0
South Carolina,45,5527,5527,1427,0
District of Columbia,11,0,0,102,0
Kansas,20,1751,1751,366,0
Missouri,29,0,0,889,0
Vermont,50,0,0,15,0
Virginia,51,7955,7955,1172,45
Connecticut,09,10807,10807,69,0
Iowa,19,0,0,231,0
Louisiana,22,0,0,1534,0
Ohio,39,10900,10900,1049,43
Michigan,26,0,0,727,0
South Dakota,46,835,835,35,3
Arkansas,05,2894,2894,499,42
Delaware,10,0,0,43,0
Mississippi,28,4314,4314,1172,0
New Mexico,35,2720,2720,127,17
North Dakota,38,371,371,45,0
Wyoming,56,167,167,18,0
Alaska,02,154,154,39,1
Maine,23,388,388,12,0
Alabama,01,10521,10521,1538,0
Idaho,16,856,856,239,6
Montana,30,233,233,72,3
West Virginia,54,0,0,112,0
