state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,551,0
Illinois,17,0,0,4828,0
California,06,0,0,4880,0
Arizona,04,1626,1626,639,54
Massachusetts,25,4752,4752,3847,259
Wisconsin,55,1353,1353,356,35
Texas,48,0,0,1674,0
Nebraska,31,0,0,0,0
Utah,49,315,315,0,14
Oregon,41,512,512,304,24
Florida,12,4888,4888,0,195
New York,36,71373,71373,14258,1191
Rhode Island,44,576,576,267,-181
Georgia,13,4221,4221,0,152
New Hampshire,33,218,218,92,5
North Carolina,37,0,0,477,0
New Jersey,34,0,0,6847,0
Colorado,08,2366,2366,1084,129
Maryland,24,3618,3618,1425,141
Nevada,32,0,0,0,0
Tennessee,47,808,808,593,15
Hawaii,15,63,63,0,0
Indiana,18,0,0,0,0
Kentucky,21,1115,1115,302,10
Minnesota,27,756,756,278,44
Oklahoma,40,637,637,310,15
Pennsylvania,42,0,0,2746,0
South Carolina,45,837,837,0,0
District of Columbia,11,0,0,402,0
Kansas,20,457,457,0,15
Missouri,29,0,0,877,0
Vermont,50,0,0,32,0
Virginia,51,1753,1753,1399,94
Connecticut,09,0,0,1877,0
Iowa,19,0,0,278,0
Louisiana,22,0,0,1697,0
Ohio,39,3053,3053,0,93
Michigan,26,0,0,3022,0
South Dakota,46,124,124,61,5
Arkansas,05,291,291,101,0
Delaware,10,0,0,277,0
Mississippi,28,970,970,586,24
New Mexico,35,412,412,152,45
North Dakota,38,67,67,17,2
Wyoming,56,54,54,16,2
Alaska,02,37,37,36,0
Maine,23,152,152,39,2
Alabama,01,768,768,429,0
Idaho,16,166,166,31,4
Montana,30,59,59,12,0
West Virginia,54,0,0,97,0
