state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4194,4194,386,88
Illinois,17,0,0,1516,0
California,06,0,0,5790,0
Arizona,04,4595,4595,2577,81
Massachusetts,25,11310,11310,769,19
Wisconsin,55,3382,3382,248,31
Texas,48,0,0,5523,0
Nebraska,31,1312,1312,125,18
Utah,49,1365,1365,287,44
Oregon,41,1022,1022,149,10
Florida,12,14432,14432,0,151
New York,36,89995,89995,908,0
Rhode Island,44,1984,1984,91,0
Georgia,13,10689,10689,1178,84
New Hampshire,33,561,561,32,0
North Carolina,37,0,0,888,0
New Jersey,34,19823,19823,1103,71
Colorado,08,5399,5399,235,7
Maryland,24,10751,10751,478,26
Nevada,32,0,0,503,0
Tennessee,47,2564,2564,705,66
Hawaii,15,109,109,0,0
Indiana,18,6982,6982,595,38
Kentucky,21,2589,2589,387,0
Minnesota,27,3986,3986,300,20
Oklahoma,40,1440,1440,329,47
Pennsylvania,42,0,0,651,0
South Carolina,45,2622,2622,908,0
District of Columbia,11,0,0,136,0
Kansas,20,1128,1128,0,0
Missouri,29,0,0,680,0
Vermont,50,0,0,14,0
Virginia,51,6120,6120,819,49
Connecticut,09,10268,10268,106,0
Iowa,19,0,0,131,0
Louisiana,22,0,0,700,0
Ohio,39,7624,7624,561,54
Michigan,26,0,0,557,0
South Dakota,46,645,645,73,6
Arkansas,05,1337,1337,284,37
Delaware,10,0,0,83,0
Mississippi,28,3078,3078,731,34
New Mexico,35,1851,1851,122,23
North Dakota,38,225,225,23,3
Wyoming,56,111,111,5,-1
Alaska,02,67,67,11,0
Maine,23,345,345,24,2
Alabama,01,2697,2697,655,44
Idaho,16,309,309,42,6
Montana,30,95,95,9,0
West Virginia,54,0,0,33,0
