state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4463,4463,446,21
Illinois,17,0,0,1346,0
California,06,0,0,7092,0
Arizona,04,5068,5068,3113,50
Massachusetts,25,11461,11461,640,25
Wisconsin,55,3574,3574,235,19
Texas,48,0,0,7890,0
Nebraska,31,1365,1365,111,12
Utah,49,1565,1565,255,36
Oregon,41,1069,1069,173,0
Florida,12,16040,16040,0,245
New York,36,89995,89995,844,0
Rhode Island,44,2019,2019,61,0
Georgia,13,11743,11743,1726,90
New Hampshire,33,569,569,25,2
North Carolina,37,0,0,945,0
New Jersey,34,20233,20233,983,19
Colorado,08,5550,5550,283,13
Maryland,24,11034,11034,410,61
Nevada,32,0,0,749,0
Tennessee,47,2860,2860,949,35
Hawaii,15,118,118,0,2
Indiana,18,7216,7216,632,41
Kentucky,21,2685,2685,455,0
Minnesota,27,4139,4139,270,0
Oklahoma,40,1676,1676,391,15
Pennsylvania,42,0,0,589,0
South Carolina,45,2882,2882,1190,0
District of Columbia,11,0,0,95,0
Kansas,20,1219,1219,0,0
Missouri,29,0,0,740,0
Vermont,50,0,0,16,0
Virginia,51,6405,6405,808,23
Connecticut,09,10411,10411,95,0
Iowa,19,0,0,134,0
Louisiana,22,0,0,852,0
Ohio,39,8111,8111,691,27
Michigan,26,0,0,548,0
South Dakota,46,689,689,54,2
Arkansas,05,1536,1536,285,19
Delaware,10,0,0,54,0
Mississippi,28,3268,3268,872,60
New Mexico,35,1988,1988,121,18
North Dakota,38,241,241,22,4
Wyoming,56,119,119,8,0
Alaska,02,71,71,23,2
Maine,23,358,358,27,0
Alabama,01,2906,2906,818,23
Idaho,16,355,355,67,5
Montana,30,112,112,20,3
West Virginia,54,0,0,25,0
