state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,350,0
Illinois,17,0,0,4319,0
California,06,0,0,4549,0
Arizona,04,2462,2462,717,41
Massachusetts,25,7732,7732,3102,115
Wisconsin,55,1846,1846,340,26
Texas,48,0,0,1525,0
Nebraska,31,0,0,0,0
Utah,49,517,517,160,5
Oregon,41,670,670,164,8
Florida,12,7458,7458,0,54
New York,36,84194,84194,7226,433
Rhode Island,44,1280,1280,276,29
Georgia,13,6015,6015,1133,18
New Hampshire,33,318,318,113,5
North Carolina,37,0,0,464,0
New Jersey,34,0,0,4195,0
Colorado,08,3663,3663,738,32
Maryland,24,6183,6183,1544,228
Nevada,32,0,0,482,0
Tennessee,47,1344,1344,581,19
Hawaii,15,81,81,0,0
Indiana,18,4389,4389,1346,0
Kentucky,21,1757,1757,394,0
Minnesota,27,1716,1716,452,59
Oklahoma,40,828,828,177,2
Pennsylvania,42,0,0,2176,0
South Carolina,45,1252,1252,0,0
District of Columbia,11,0,0,416,0
Kansas,20,660,660,0,3
Missouri,29,0,0,824,0
Vermont,50,0,0,14,0
Virginia,51,3300,3300,1504,89
Connecticut,09,9389,9389,1212,0
Iowa,19,0,0,394,0
Louisiana,22,0,0,1310,0
Ohio,39,4413,4413,1011,62
Michigan,26,0,0,1424,0
South Dakota,46,263,263,78,2
Arkansas,05,480,480,61,9
Delaware,10,0,0,275,0
Mississippi,28,1546,1546,507,15
New Mexico,35,886,886,207,97
North Dakota,38,115,115,34,5
Wyoming,56,66,66,12,1
Alaska,02,41,41,7,0
Maine,23,200,200,37,1
Alabama,01,1256,1256,458,16
Idaho,16,207,207,30,0
Montana,30,62,62,4,0
West Virginia,54,0,0,49,0
