state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4829,4829,527,41
Illinois,17,0,0,1434,0
California,06,0,0,8363,0
Arizona,04,6296,6296,3454,193
Massachusetts,25,11663,11663,557,12
Wisconsin,55,3968,3968,308,45
Texas,48,0,0,10457,0
Nebraska,31,1453,1453,103,11
Utah,49,1956,1956,236,43
Oregon,41,1290,1290,207,36
Florida,12,20154,20154,9112,495
New York,36,89995,89995,813,0
Rhode Island,44,2084,2084,64,9
Georgia,13,14346,14346,2841,244
New Hampshire,33,668,668,24,3
North Carolina,37,0,0,1134,0
New Jersey,34,20774,20774,862,0
Colorado,08,5966,5966,412,16
Maryland,24,11687,11687,436,62
Nevada,32,0,0,1051,0
Tennessee,47,3497,3497,1416,63
Hawaii,15,137,137,40,4
Indiana,18,7747,7747,827,61
Kentucky,21,2842,2842,418,19
Minnesota,27,4526,4526,249,31
Oklahoma,40,2218,2218,638,48
Pennsylvania,42,0,0,652,0
South Carolina,45,3744,3744,1578,0
District of Columbia,11,0,0,86,0
Kansas,20,1393,1393,0,0
Missouri,29,0,0,875,0
Vermont,50,0,0,25,0
Virginia,51,7020,7020,1134,115
Connecticut,09,10654,10654,66,102
Iowa,19,0,0,195,0
Louisiana,22,0,0,1401,0
Ohio,39,9324,9324,1024,115
Michigan,26,0,0,680,0
South Dakota,46,757,757,61,5
Arkansas,05,1994,1994,470,46
Delaware,10,0,0,50,0
Mississippi,28,3675,3675,1117,46
New Mexico,35,2312,2312,170,28
North Dakota,38,285,285,38,1
Wyoming,56,131,131,18,0
Alaska,02,103,103,32,1
Maine,23,374,374,13,1
Alabama,01,7584,7584,1395,293
Idaho,16,526,526,153,16
Montana,30,150,150,37,5
West Virginia,54,0,0,65,0
