state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6993,6993,382,27
Illinois,17,0,0,1609,0
California,06,0,0,4225,0
Arizona,04,21611,21611,628,18
Massachusetts,25,12401,12401,355,14
Wisconsin,55,6222,6222,304,49
Texas,48,0,0,3575,0
Nebraska,31,2108,2108,182,19
Utah,49,3273,3273,165,10
Oregon,41,2215,2215,147,9
Florida,12,41279,41279,2896,294
New York,36,89995,89995,482,0
Rhode Island,44,2611,2611,76,7
Georgia,13,26062,26062,2169,217
New Hampshire,33,719,719,7,1
North Carolina,37,0,0,928,0
New Jersey,34,22888,22888,435,34
Colorado,08,7186,7186,240,13
Maryland,24,14706,14706,358,34
Nevada,32,0,0,519,0
Tennessee,47,7549,7549,1038,105
Hawaii,15,604,604,240,5
Indiana,18,11591,11591,833,63
Kentucky,21,4835,4835,565,58
Minnesota,27,6830,6830,257,38
Oklahoma,40,5318,5318,513,65
Pennsylvania,42,0,0,488,0
South Carolina,45,8295,8295,852,59
District of Columbia,11,0,0,87,0
Kansas,20,2470,2470,319,0
Missouri,29,0,0,934,0
Vermont,50,0,0,5,0
Virginia,51,10085,10085,1096,77
Connecticut,09,11357,11357,52,82
Iowa,19,0,0,302,0
Louisiana,22,0,0,762,0
Ohio,39,14164,14164,682,81
Michigan,26,0,0,627,0
South Dakota,46,1120,1120,83,11
Arkansas,05,4606,4606,392,32
Delaware,10,0,0,66,0
Mississippi,28,5410,5410,668,0
New Mexico,35,3238,3238,80,19
North Dakota,38,624,624,62,13
Wyoming,56,224,224,12,3
Alaska,02,270,270,42,2
Maine,23,431,431,11,2
Alabama,01,15339,15339,834,0
Idaho,16,1536,1536,158,34
Montana,30,512,512,163,3
West Virginia,54,0,0,141,0
