state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6400,6400,481,12
Illinois,17,0,0,1526,0
California,06,0,0,6039,0
Arizona,04,21210,21210,1068,67
Massachusetts,25,12245,12245,322,20
Wisconsin,55,5505,5505,350,36
Texas,48,0,0,5566,0
Nebraska,31,1877,1877,146,26
Utah,49,2870,2870,155,17
Oregon,41,1979,1979,175,21
Florida,12,36425,36425,4902,355
New York,36,89995,89995,490,0
Rhode Island,44,2438,2438,81,7
Georgia,13,23125,23125,2408,245
New Hampshire,33,710,710,11,0
North Carolina,37,0,0,1015,0
New Jersey,34,22393,22393,414,34
Colorado,08,6808,6808,236,11
Maryland,24,13823,13823,455,38
Nevada,32,0,0,807,0
Tennessee,47,6255,6255,1149,99
Hawaii,15,317,317,165,0
Indiana,18,10132,10132,860,-13
Kentucky,21,4362,4362,590,13
Minnesota,27,6064,6064,296,45
Oklahoma,40,4316,4316,562,48
Pennsylvania,42,0,0,510,0
South Carolina,45,7439,7439,1079,293
District of Columbia,11,0,0,78,0
Kansas,20,2159,2159,296,69
Missouri,29,0,0,875,0
Vermont,50,0,0,10,0
Virginia,51,9071,9071,1233,73
Connecticut,09,11087,11087,54,0
Iowa,19,0,0,293,0
Louisiana,22,0,0,1051,0
Ohio,39,12719,12719,849,104
Michigan,26,0,0,646,0
South Dakota,46,948,948,50,8
Arkansas,05,3856,3856,509,66
Delaware,10,0,0,37,0
Mississippi,28,5127,5127,997,30
New Mexico,35,3018,3018,65,9
North Dakota,38,491,491,54,13
Wyoming,56,203,203,19,1
Alaska,02,220,220,46,2
Maine,23,407,407,7,2
Alabama,01,13330,13330,1168,0
Idaho,16,1226,1226,205,26
Montana,30,363,363,97,6
West Virginia,54,0,0,146,0
