state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,490,0
Illinois,17,0,0,5036,0
California,06,0,0,5011,0
Arizona,04,1884,1884,756,60
Massachusetts,25,5758,5758,3856,243
Wisconsin,55,1489,1489,350,33
Texas,48,0,0,1702,0
Nebraska,31,0,0,0,0
Utah,49,383,383,0,13
Oregon,41,554,554,249,0
Florida,12,5624,5624,0,358
New York,36,76450,76450,12159,1088
Rhode Island,44,750,750,269,18
Georgia,13,5056,5056,0,242
New Hampshire,33,249,249,106,3
North Carolina,37,0,0,551,0
New Jersey,34,0,0,6289,0
Colorado,08,2621,2621,966,50
Maryland,24,4402,4402,1610,134
Nevada,32,0,0,0,0
Tennessee,47,1013,1013,614,119
Hawaii,15,69,69,0,1
Indiana,18,0,0,1484,0
Kentucky,21,1331,1331,320,50
Minnesota,27,950,950,320,38
Oklahoma,40,693,693,283,37
Pennsylvania,42,0,0,2781,0
South Carolina,45,1000,1000,0,56
District of Columbia,11,0,0,0,0
Kansas,20,515,515,0,11
Missouri,29,0,0,891,0
Vermont,50,0,0,26,0
Virginia,51,2165,2165,1566,99
Connecticut,09,0,0,1691,0
Iowa,19,0,0,323,0
Louisiana,22,0,0,1629,0
Ohio,39,3421,3421,0,81
Michigan,26,0,0,2498,0
South Dakota,46,165,165,69,8
Arkansas,05,389,389,93,98
Delaware,10,0,0,326,0
Mississippi,28,1126,1126,677,38
New Mexico,35,536,536,163,27
North Dakota,38,82,82,28,3
Wyoming,56,56,56,12,0
Alaska,02,38,38,14,0
Maine,23,166,166,32,3
Alabama,01,945,945,498,34
Idaho,16,173,173,39,1
Montana,30,61,61,5,0
West Virginia,54,0,0,102,0
