state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7248,7248,380,33
Illinois,17,0,0,1417,0
California,06,0,0,3441,0
Arizona,04,21876,21876,472,-6
Massachusetts,25,12545,12545,364,8
Wisconsin,55,6653,6653,407,34
Texas,48,0,0,3081,0
Nebraska,31,2194,2194,174,0
Utah,49,3494,3494,187,17
Oregon,41,2356,2356,145,0
Florida,12,42939,42939,2292,81
New York,36,89995,89995,468,0
Rhode Island,44,2693,2693,78,6
Georgia,13,27377,27377,1926,39
New Hampshire,33,725,725,10,0
North Carolina,37,0,0,889,0
New Jersey,34,23130,23130,380,10
Colorado,08,7363,7363,239,6
Maryland,24,15119,15119,281,0
Nevada,32,0,0,443,0
Tennessee,47,8159,8159,772,43
Hawaii,15,726,726,185,26
Indiana,18,12143,12143,754,52
Kentucky,21,5026,5026,496,0
Minnesota,27,7163,7163,248,39
Oklahoma,40,5843,5843,522,0
Pennsylvania,42,0,0,400,0
South Carolina,45,8738,8738,733,30
District of Columbia,11,0,0,86,0
Kansas,20,2671,2671,286,0
Missouri,29,0,0,1064,0
Vermont,50,0,0,2,0
Virginia,51,10591,10591,939,29
Connecticut,09,11447,11447,77,0
Iowa,19,0,0,269,0
Louisiana,22,0,0,596,0
Ohio,39,14773,14773,563,23
Michigan,26,0,0,557,0
South Dakota,46,1288,1288,170,20
Arkansas,05,4967,4967,404,4
Delaware,10,0,0,60,0
Mississippi,28,5499,5499,630,0
New Mexico,35,3341,3341,64,6
North Dakota,38,723,723,81,7
Wyoming,56,243,243,16,1
Alaska,02,287,287,43,4
Maine,23,439,439,16,0
Alabama,01,16227,16227,780,0
Idaho,16,1711,1711,146,10
Montana,30,570,570,104,3
West Virginia,54,0,0,167,0
