state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,518,0
Illinois,17,0,0,4340,0
California,06,0,0,4936,0
Arizona,04,1341,1341,566,52
Massachusetts,25,3728,3728,3728,-28
Wisconsin,55,1176,1176,361,23
Texas,48,0,0,1321,0
Nebraska,31,0,0,0,0
Utah,49,251,251,0,7
Oregon,41,427,427,301,13
Florida,12,3842,3842,0,177
New York,36,63103,63103,16967,1983
Rhode Island,44,578,578,293,247
Georgia,13,3420,3420,0,96
New Hampshire,33,190,190,86,0
North Carolina,37,0,0,388,0
New Jersey,34,0,0,7718,0
Colorado,08,1797,1797,874,42
Maryland,24,2757,2757,0,145
Nevada,32,0,0,0,0
Tennessee,47,719,719,593,8
Hawaii,15,48,48,0,3
Indiana,18,0,0,0,0
Kentucky,21,1008,1008,360,37
Minnesota,27,561,561,239,43
Oklahoma,40,541,541,307,13
Pennsylvania,42,0,0,2613,0
South Carolina,45,776,776,0,101
District of Columbia,11,0,0,313,0
Kansas,20,383,383,0,8
Missouri,29,0,0,875,0
Vermont,50,0,0,56,0
Virginia,51,1221,1221,1307,107
Connecticut,09,0,0,1946,0
Iowa,19,0,0,193,0
Louisiana,22,0,0,1761,0
Ohio,39,2519,2519,0,95
Michigan,26,0,0,3634,0
South Dakota,46,68,68,0,5
Arkansas,05,291,291,86,161
Delaware,10,0,0,224,0
Mississippi,28,782,782,0,46
New Mexico,35,258,258,92,16
North Dakota,38,47,47,13,0
Wyoming,56,50,50,19,7
Alaska,02,37,37,39,0
Maine,23,136,136,49,3
Alabama,01,620,620,359,26
Idaho,16,151,151,53,3
Montana,30,55,55,17,1
West Virginia,54,0,0,83,0
