state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,5568,5568,532,0
Illinois,17,0,0,1347,0
California,06,0,0,7754,0
Arizona,04,11346,11346,2226,86
Massachusetts,25,11930,11930,369,22
Wisconsin,55,4681,4681,337,44
Texas,48,0,0,8969,0
Nebraska,31,1622,1622,152,12
Utah,49,2412,2412,268,35
Oregon,41,1607,1607,208,20
Florida,12,27344,27344,8072,439
New York,36,89995,89995,581,0
Rhode Island,44,2211,2211,76,0
Georgia,13,18995,18995,3095,306
New Hampshire,33,695,695,22,3
North Carolina,37,0,0,1151,0
New Jersey,34,21565,21565,695,0
Colorado,08,6465,6465,335,24
Maryland,24,12672,12672,592,79
Nevada,32,0,0,1165,0
Tennessee,47,4724,4724,1446,63
Hawaii,15,179,179,75,2
Indiana,18,8781,8781,977,54
Kentucky,21,3782,3782,602,468
Minnesota,27,5208,5208,317,53
Oklahoma,40,3228,3228,628,67
Pennsylvania,42,0,0,579,0
South Carolina,45,5527,5527,1453,410
District of Columbia,11,0,0,100,0
Kansas,20,1751,1751,366,0
Missouri,29,0,0,812,0
Vermont,50,0,0,16,0
Virginia,51,7910,7910,1256,44
Connecticut,09,10807,10807,69,0
Iowa,19,0,0,242,0
Louisiana,22,0,0,1546,0
Ohio,39,10857,10857,1049,67
Michigan,26,0,0,727,0
South Dakota,46,832,832,36,8
Arkansas,05,2852,2852,507,0
Delaware,10,0,0,45,0
Mississippi,28,4314,4314,1172,38
New Mexico,35,2703,2703,134,17
North Dakota,38,371,371,45,7
Wyoming,56,167,167,18,1
Alaska,02,153,153,37,2
Maine,23,388,388,10,0
Alabama,01,10521,10521,1416,0
Idaho,16,850,850,239,15
Montana,30,230,230,71,0
West Virginia,54,0,0,108,0
