state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19160,19160,544,50
Illinois,17,0,0,1511,0
California,06,0,0,6764,0
Arizona,04,57156,57156,1449,84
Massachusetts,25,19444,19444,875,268
Wisconsin,55,25893,25893,347,55
Texas,48,0,0,6738,0
Nebraska,31,6059,6059,178,11
Utah,49,14554,14554,252,34
Oregon,41,8496,8496,191,39
Florida,12,79675,79675,4077,265
New York,36,89995,89995,5876,0
Rhode Island,44,8850,8850,168,15
Georgia,13,55394,55394,2615,227
New Hampshire,33,1101,1101,103,6
North Carolina,37,0,0,1530,0
New Jersey,34,63252,63252,2070,62
Colorado,08,23349,23349,427,56
Maryland,24,34672,34672,960,95
Nevada,32,0,0,534,0
Tennessee,47,18430,18430,1142,67
Hawaii,15,2204,2204,37,8
Indiana,18,42635,42635,886,78
Kentucky,21,18859,18859,883,91
Minnesota,27,25579,25579,292,51
Oklahoma,40,23768,23768,591,68
Pennsylvania,42,0,0,1972,0
South Carolina,45,20117,20117,968,93
District of Columbia,11,0,0,211,0
Kansas,20,9189,9189,214,86
Missouri,29,0,0,1182,0
Vermont,50,0,0,32,0
Virginia,51,23798,23798,1564,100
Connecticut,09,12257,12257,495,0
Iowa,19,0,0,233,0
Louisiana,22,0,0,687,0
Ohio,39,49788,49788,1338,137
Michigan,26,0,0,855,0
South Dakota,46,6570,6570,102,22
Arkansas,05,14649,14649,545,32
Delaware,10,0,0,182,0
Mississippi,28,9012,9012,554,0
New Mexico,35,13024,13024,251,35
North Dakota,38,3860,3860,28,1
Wyoming,56,1374,1374,25,1
Alaska,02,1260,1260,46,0
Maine,23,1515,1515,74,4
Alabama,01,45250,45250,773,0
Idaho,16,7033,7033,110,26
Montana,30,4559,4559,97,5
West Virginia,54,0,0,292,0
