state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17706,17706,797,0
Illinois,17,0,0,2387,0
California,06,0,0,15212,0
Arizona,04,52986,52986,3654,222
Massachusetts,25,18008,18008,1676,0
Wisconsin,55,24337,24337,697,39
Texas,48,0,0,11074,0
Nebraska,31,5815,5815,312,11
Utah,49,13515,13515,488,47
Oregon,41,7738,7738,320,0
Florida,12,73551,73551,6142,167
New York,36,89995,89995,8003,0
Rhode Island,44,8296,8296,316,117
Georgia,13,50323,50323,4438,86
New Hampshire,33,1036,1036,193,-1
North Carolina,37,0,0,2781,0
New Jersey,34,60621,60621,2865,77
Colorado,08,21844,21844,611,11
Maryland,24,32181,32181,1437,126
Nevada,32,0,0,1247,0
Tennessee,47,17172,17172,1682,52
Hawaii,15,2086,2086,63,19
Indiana,18,40437,40437,1594,89
Kentucky,21,16725,16725,1314,38
Minnesota,27,24352,24352,387,44
Oklahoma,40,21957,21957,1184,36
Pennsylvania,42,0,0,3280,0
South Carolina,45,18113,18113,1842,23
District of Columbia,11,0,0,240,0
Kansas,20,8489,8489,381,72
Missouri,29,0,0,1778,0
Vermont,50,0,0,67,0
Virginia,51,21444,21444,2446,35
Connecticut,09,12257,12257,912,0
Iowa,19,0,0,368,0
Louisiana,22,0,0,1403,0
Ohio,39,46438,46438,2521,223
Michigan,26,0,0,1409,0
South Dakota,46,6294,6294,126,4
Arkansas,05,13651,13651,889,41
Delaware,10,0,0,321,0
Mississippi,28,8777,8777,948,130
New Mexico,35,12119,12119,477,44
North Dakota,38,3782,3782,47,2
Wyoming,56,1289,1289,53,5
Alaska,02,1205,1205,43,0
Maine,23,1394,1394,164,4
Alabama,01,41859,41859,1888,0
Idaho,16,6674,6674,225,0
Montana,30,4248,4248,108,3
West Virginia,54,0,0,438,0
