state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18643,18643,704,0
Illinois,17,0,0,1789,0
California,06,0,0,9299,0
Arizona,04,55777,55777,2119,110
Massachusetts,25,18859,18859,1107,0
Wisconsin,55,25340,25340,413,38
Texas,48,0,0,7824,0
Nebraska,31,5962,5962,195,12
Utah,49,14209,14209,298,20
Oregon,41,8185,8185,226,0
Florida,12,77372,77372,4676,117
New York,36,89995,89995,6623,0
Rhode Island,44,8754,8754,181,65
Georgia,13,53403,53403,3181,24
New Hampshire,33,1077,1077,125,2
North Carolina,37,0,0,1941,0
New Jersey,34,62454,62454,2408,48
Colorado,08,22812,22812,462,15
Maryland,24,33903,33903,1113,95
Nevada,32,0,0,755,0
Tennessee,47,18027,18027,1221,10
Hawaii,15,2149,2149,40,0
Indiana,18,41646,41646,1066,42
Kentucky,21,18086,18086,969,32
Minnesota,27,25197,25197,326,41
Oklahoma,40,23256,23256,755,8
Pennsylvania,42,0,0,2447,0
South Carolina,45,19421,19421,1222,25
District of Columbia,11,0,0,196,0
Kansas,20,8923,8923,279,36
Missouri,29,0,0,1402,0
Vermont,50,0,0,40,0
Virginia,51,22944,22944,1833,38
Connecticut,09,12257,12257,618,0
Iowa,19,0,0,242,0
Louisiana,22,0,0,849,0
Ohio,39,48635,48635,1633,79
Michigan,26,0,0,957,0
South Dakota,46,6446,6446,86,8
Arkansas,05,14355,14355,642,23
Delaware,10,0,0,200,0
Mississippi,28,8902,8902,599,0
New Mexico,35,12716,12716,286,37
North Dakota,38,3837,3837,42,6
Wyoming,56,1356,1356,44,0
Alaska,02,1230,1230,35,0
Maine,23,1484,1484,94,0
Alabama,01,44342,44342,1087,194
Idaho,16,6890,6890,180,0
Montana,30,4444,4444,92,5
West Virginia,54,0,0,319,0
