state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6206,6206,529,24
Illinois,17,0,0,1538,0
California,06,0,0,6327,0
Arizona,04,20795,20795,1282,280
Massachusetts,25,12170,12170,375,20
Wisconsin,55,5275,5275,337,40
Texas,48,0,0,6481,0
Nebraska,31,1880,1880,145,0
Utah,49,2760,2760,186,16
Oregon,41,1863,1863,224,10
Florida,12,34074,34074,5721,506
New York,36,89995,89995,523,0
Rhode Island,44,2375,2375,85,25
Georgia,13,22028,22028,2586,210
New Hampshire,33,706,706,15,1
North Carolina,37,0,0,1032,0
New Jersey,34,22197,22197,520,36
Colorado,08,6727,6727,236,9
Maryland,24,13556,13556,460,48
Nevada,32,0,0,941,0
Tennessee,47,5813,5813,1307,88
Hawaii,15,277,277,173,10
Indiana,18,9872,9872,922,71
Kentucky,21,4193,4193,618,35
Minnesota,27,5822,5822,307,39
Oklahoma,40,3998,3998,506,45
Pennsylvania,42,0,0,572,0
South Carolina,45,6852,6852,1246,0
District of Columbia,11,0,0,81,0
Kansas,20,2020,2020,311,0
Missouri,29,0,0,871,0
Vermont,50,0,0,14,0
Virginia,51,8701,8701,1271,51
Connecticut,09,11015,11015,56,0
Iowa,19,0,0,261,0
Louisiana,22,0,0,1243,0
Ohio,39,12210,12210,899,82
Michigan,26,0,0,713,0
South Dakota,46,913,913,63,10
Arkansas,05,3562,3562,464,-4
Delaware,10,0,0,32,0
Mississippi,28,4916,4916,1126,43
New Mexico,35,2957,2957,113,11
North Dakota,38,457,457,55,2
Wyoming,56,191,191,13,0
Alaska,02,197,197,36,4
Maine,23,399,399,5,0
Alabama,01,12607,12607,1259,151
Idaho,16,1091,1091,206,23
Montana,30,324,324,90,5
West Virginia,54,0,0,132,0
