state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7162,7162,357,35
Illinois,17,0,0,1565,0
California,06,0,0,3685,0
Arizona,04,21825,21825,538,25
Massachusetts,25,12478,12478,352,16
Wisconsin,55,6454,6454,370,48
Texas,48,0,0,3249,0
Nebraska,31,2167,2167,167,13
Utah,49,3381,3381,139,20
Oregon,41,2292,2292,155,13
Florida,12,42327,42327,2464,200
New York,36,89995,89995,483,0
Rhode Island,44,2662,2662,84,12
Georgia,13,26884,26884,2030,219
New Hampshire,33,723,723,8,1
North Carolina,37,0,0,918,0
New Jersey,34,23032,23032,462,29
Colorado,08,7288,7288,248,26
Maryland,24,14959,14959,347,41
Nevada,32,0,0,488,0
Tennessee,47,7922,7922,969,74
Hawaii,15,654,654,222,16
Indiana,18,11918,11918,788,60
Kentucky,21,4927,4927,565,3
Minnesota,27,7019,7019,244,40
Oklahoma,40,5610,5610,528,48
Pennsylvania,42,0,0,488,0
South Carolina,45,8552,8552,784,50
District of Columbia,11,0,0,91,0
Kansas,20,2616,2616,278,44
Missouri,29,0,0,989,0
Vermont,50,0,0,6,0
Virginia,51,10389,10389,1027,52
Connecticut,09,11357,11357,70,0
Iowa,19,0,0,291,0
Louisiana,22,0,0,678,0
Ohio,39,14560,14560,651,79
Michigan,26,0,0,590,0
South Dakota,46,1211,1211,139,16
Arkansas,05,4840,4840,387,38
Delaware,10,0,0,58,0
Mississippi,28,5499,5499,632,0
New Mexico,35,3294,3294,59,10
North Dakota,38,674,674,62,17
Wyoming,56,235,235,16,5
Alaska,02,279,279,45,1
Maine,23,433,433,10,1
Alabama,01,15942,15942,722,186
Idaho,16,1631,1631,105,19
Montana,30,543,543,106,4
West Virginia,54,0,0,156,0
