state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7533,7533,410,50
Illinois,17,0,0,1635,0
California,06,0,0,3205,0
Arizona,04,22226,22226,620,107
Massachusetts,25,12715,12715,436,29
Wisconsin,55,7409,7409,669,109
Texas,48,0,0,3190,0
Nebraska,31,2349,2349,226,34
Utah,49,3882,3882,259,35
Oregon,41,2598,2598,170,40
Florida,12,44821,44821,2080,213
New York,36,89995,89995,612,0
Rhode Island,44,2793,2793,94,11
Georgia,13,28668,28668,1858,146
New Hampshire,33,738,738,15,0
North Carolina,37,0,0,939,0
New Jersey,34,23477,23477,523,38
Colorado,08,7579,7579,282,11
Maryland,24,15542,15542,331,12
Nevada,32,0,0,449,0
Tennessee,47,8782,8782,999,49
Hawaii,15,847,847,140,15
Indiana,18,12911,12911,919,97
Kentucky,21,5315,5315,524,36
Minnesota,27,7758,7758,340,57
Oklahoma,40,6510,6510,610,61
Pennsylvania,42,0,0,558,0
South Carolina,45,9160,9160,709,0
District of Columbia,11,0,0,98,0
Kansas,20,2917,2917,352,0
Missouri,29,0,0,1185,0
Vermont,50,0,0,3,0
Virginia,51,11092,11092,913,51
Connecticut,09,11699,11699,107,139
Iowa,19,0,0,407,0
Louisiana,22,0,0,534,0
Ohio,39,15606,15606,699,90
Michigan,26,0,0,678,0
South Dakota,46,1578,1578,214,29
Arkansas,05,5445,5445,479,91
Delaware,10,0,0,78,0
Mississippi,28,5975,5975,531,131
New Mexico,35,3518,3518,86,23
North Dakota,38,884,884,106,25
Wyoming,56,274,274,27,2
Alaska,02,317,317,42,2
Maine,23,451,451,12,2
Alabama,01,17257,17257,760,0
Idaho,16,1859,1859,135,12
Montana,30,727,727,178,10
West Virginia,54,0,0,173,0
