state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,16068,16068,1076,90
Illinois,17,0,0,3642,0
California,06,0,0,22550,0
Arizona,04,44863,44863,5055,474
Massachusetts,25,17109,17109,2200,506
Wisconsin,55,22705,22705,988,122
Texas,48,0,0,14106,0
Nebraska,31,5497,5497,457,22
Utah,49,12160,12160,612,101
Oregon,41,7052,7052,447,60
Florida,12,67598,67598,7584,440
New York,36,89995,89995,8929,0
Rhode Island,44,7310,7310,402,69
Georgia,13,45533,45533,6108,356
New Hampshire,33,942,942,275,5
North Carolina,37,0,0,3951,0
New Jersey,34,53814,53814,3726,237
Colorado,08,20432,20432,886,152
Maryland,24,28986,28986,1929,126
Nevada,32,0,0,1784,0
Tennessee,47,15655,15655,3193,145
Hawaii,15,1913,1913,114,11
Indiana,18,37679,37679,2484,174
Kentucky,21,14892,14892,1702,154
Minnesota,27,23018,23018,665,87
Oklahoma,40,19199,19199,1856,247
Pennsylvania,42,0,0,5069,0
South Carolina,45,15848,15848,2466,142
District of Columbia,11,0,0,293,0
Kansas,20,7540,7540,892,189
Missouri,29,0,0,2545,0
Vermont,50,0,0,51,0
Virginia,51,19470,19470,3209,144
Connecticut,09,12257,12257,1148,0
Iowa,19,0,0,516,0
Louisiana,22,0,0,2029,0
Ohio,39,42151,42151,3923,288
Michigan,26,0,0,2246,0
South Dakota,46,5978,5978,253,35
Arkansas,05,12414,12414,1362,101
Delaware,10,0,0,474,0
Mississippi,28,8425,8425,1446,0
New Mexico,35,10872,10872,702,57
North Dakota,38,3683,3683,72,16
Wyoming,56,1197,1197,82,5
Alaska,02,1138,1138,68,34
Maine,23,1201,1201,207,12
Alabama,01,38229,38229,2975,642
Idaho,16,6128,6128,283,49
Montana,30,3903,3903,199,20
West Virginia,54,0,0,765,0
