state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8358,8358,417,36
Illinois,17,0,0,2861,0
California,06,0,0,2998,0
Arizona,04,21247,21247,871,75
Massachusetts,25,13213,13213,582,53
Wisconsin,55,10810,10810,1439,174
Texas,48,0,0,5650,0
Nebraska,31,2905,2905,436,30
Utah,49,5247,5247,316,78
Oregon,41,3111,3111,215,20
Florida,12,49289,49289,2340,212
New York,36,89995,89995,1085,0
Rhode Island,44,3256,3256,136,27
Georgia,13,31370,31370,1779,114
New Hampshire,33,775,775,29,4
North Carolina,37,0,0,1193,0
New Jersey,34,37485,37485,1010,71
Colorado,08,8854,8854,721,76
Maryland,24,16910,16910,501,51
Nevada,32,0,0,565,0
Tennessee,47,10140,10140,1384,78
Hawaii,15,1073,1073,61,6
Indiana,18,16273,16273,1679,209
Kentucky,21,7008,7008,927,61
Minnesota,27,9855,9855,680,126
Oklahoma,40,8609,8609,885,69
Pennsylvania,42,0,0,1187,0
South Carolina,45,10345,10345,810,59
District of Columbia,11,0,0,101,0
Kansas,20,3752,3752,432,106
Missouri,29,0,0,1446,0
Vermont,50,0,0,8,0
Virginia,51,12384,12384,1068,64
Connecticut,09,12257,12257,309,0
Iowa,19,0,0,596,0
Louisiana,22,0,0,613,0
Ohio,39,18606,18606,1536,173
Michigan,26,0,0,1332,0
South Dakota,46,2545,2545,412,62
Arkansas,05,6920,6920,644,79
Delaware,10,0,0,92,0
Mississippi,28,6576,6576,666,0
New Mexico,35,4429,4429,313,52
North Dakota,38,1519,1519,284,41
Wyoming,56,421,421,104,10
Alaska,02,434,434,80,9
Maine,23,484,484,16,5
Alabama,01,20116,20116,1013,142
Idaho,16,2483,2483,272,36
Montana,30,1298,1298,374,53
West Virginia,54,0,0,226,0
