state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4323,4323,395,48
Illinois,17,0,0,1560,0
California,06,0,0,6466,0
Arizona,04,4736,4736,2793,102
Massachusetts,25,11337,11337,733,-8
Wisconsin,55,3446,3446,242,39
Texas,48,0,0,6533,0
Nebraska,31,1330,1330,121,14
Utah,49,1444,1444,250,27
Oregon,41,1025,1025,151,3
Florida,12,14879,14879,0,228
New York,36,89995,89995,891,0
Rhode Island,44,2001,2001,74,6
Georgia,13,11051,11051,1459,227
New Hampshire,33,565,565,34,0
North Carolina,37,0,0,908,0
New Jersey,34,19847,19847,992,0
Colorado,08,5489,5489,237,47
Maryland,24,10844,10844,452,22
Nevada,32,0,0,593,0
Tennessee,47,2665,2665,886,66
Hawaii,15,111,111,0,0
Indiana,18,7065,7065,695,41
Kentucky,21,2621,2621,408,19
Minnesota,27,4054,4054,270,23
Oklahoma,40,1520,1520,315,31
Pennsylvania,42,0,0,634,0
South Carolina,45,2854,2854,1021,232
District of Columbia,11,0,0,126,0
Kansas,20,1152,1152,0,0
Missouri,29,0,0,599,0
Vermont,50,0,0,16,0
Virginia,51,6203,6203,902,39
Connecticut,09,10268,10268,98,0
Iowa,19,0,0,133,0
Louisiana,22,0,0,781,0
Ohio,39,7839,7839,722,93
Michigan,26,0,0,471,0
South Dakota,46,666,666,62,9
Arkansas,05,1413,1413,290,33
Delaware,10,0,0,64,0
Mississippi,28,3156,3156,779,41
New Mexico,35,1902,1902,127,26
North Dakota,38,231,231,25,4
Wyoming,56,117,117,6,5
Alaska,02,68,68,18,0
Maine,23,348,348,29,1
Alabama,01,2769,2769,775,44
Idaho,16,322,322,60,10
Montana,30,101,101,12,1
West Virginia,54,0,0,27,0
