state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,470,0
Illinois,17,0,0,4900,0
California,06,0,0,4706,0
Arizona,04,1986,1986,709,49
Massachusetts,25,6169,6169,3716,227
Wisconsin,55,1544,1544,341,32
Texas,48,0,0,1778,0
Nebraska,31,0,0,0,0
Utah,49,403,403,0,13
Oregon,41,578,578,243,9
Florida,12,5795,5795,0,0
New York,36,78224,78224,10993,824
Rhode Island,44,937,937,352,41
Georgia,13,5269,5269,1500,113
New Hampshire,33,262,262,112,3
North Carolina,37,0,0,547,0
New Jersey,34,0,0,5972,0
Colorado,08,2747,2747,931,50
Maryland,24,4718,4718,1668,159
Nevada,32,0,0,0,0
Tennessee,47,1113,1113,529,68
Hawaii,15,70,70,0,1
Indiana,18,0,0,1431,0
Kentucky,21,1375,1375,330,16
Minnesota,27,1096,1096,369,52
Oklahoma,40,715,715,255,12
Pennsylvania,42,0,0,2683,0
South Carolina,45,1110,1110,0,110
District of Columbia,11,0,0,0,0
Kansas,20,534,534,0,11
Missouri,29,0,0,883,0
Vermont,50,0,0,19,0
Virginia,51,2322,2322,1431,63
Connecticut,09,7758,7758,1592,7758
Iowa,19,0,0,345,0
Louisiana,22,0,0,1607,0
Ohio,39,3634,3634,0,101
Michigan,26,0,0,2319,0
South Dakota,46,179,179,69,6
Arkansas,05,414,414,95,12
Delaware,10,0,0,281,0
Mississippi,28,1226,1226,651,51
New Mexico,35,587,587,159,51
North Dakota,38,86,86,27,1
Wyoming,56,56,56,13,0
Alaska,02,39,39,25,1
Maine,23,177,177,37,7
Alabama,01,1008,1008,495,30
Idaho,16,178,178,28,3
Montana,30,61,61,5,0
West Virginia,54,0,0,81,0
