state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6787,6787,416,24
Illinois,17,0,0,1596,0
California,06,0,0,4851,0
Arizona,04,21449,21449,752,44
Massachusetts,25,12295,12295,308,-91
Wisconsin,55,5916,5916,287,38
Texas,48,0,0,4149,0
Nebraska,31,2014,2014,162,8
Utah,49,3134,3134,147,24
Oregon,41,2162,2162,132,13
Florida,12,39611,39611,3511,300
New York,36,89995,89995,445,0
Rhode Island,44,2542,2542,78,14
Georgia,13,25025,25025,2469,178
New Hampshire,33,715,715,8,0
North Carolina,37,0,0,858,0
New Jersey,34,22707,22707,514,40
Colorado,08,7090,7090,247,37
Maryland,24,14351,14351,370,14
Nevada,32,0,0,675,0
Tennessee,47,7061,7061,1082,83
Hawaii,15,532,532,288,24
Indiana,18,11143,11143,887,49
Kentucky,21,4652,4652,589,36
Minnesota,27,6566,6566,297,46
Oklahoma,40,4961,4961,545,58
Pennsylvania,42,0,0,550,0
South Carolina,45,7948,7948,892,78
District of Columbia,11,0,0,73,0
Kansas,20,2361,2361,336,57
Missouri,29,0,0,934,0
Vermont,50,0,0,2,0
Virginia,51,9678,9678,1114,57
Connecticut,09,11180,11180,65,0
Iowa,19,0,0,310,0
Louisiana,22,0,0,873,0
Ohio,39,13574,13574,746,95
Michigan,26,0,0,629,0
South Dakota,46,1043,1043,77,7
Arkansas,05,4341,4341,435,35
Delaware,10,0,0,62,0
Mississippi,28,5326,5326,856,0
New Mexico,35,3159,3159,71,8
North Dakota,38,575,575,66,11
Wyoming,56,221,221,14,2
Alaska,02,247,247,46,1
Maine,23,423,423,11,2
Alabama,01,14753,14753,959,215
Idaho,16,1394,1394,162,0
Montana,30,461,461,150,14
West Virginia,54,0,0,146,0
