state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6740,6740,411,0
Illinois,17,0,0,1492,0
California,06,0,0,4829,0
Arizona,04,21405,21405,768,-16
Massachusetts,25,12364,12364,314,3
Wisconsin,55,5817,5817,290,13
Texas,48,0,0,4203,0
Nebraska,31,1994,1994,172,2
Utah,49,3093,3093,143,13
Oregon,41,2108,2108,166,0
Florida,12,38942,38942,3736,85
New York,36,89995,89995,418,0
Rhode Island,44,2519,2519,77,0
Georgia,13,24604,24604,2463,32
New Hampshire,33,714,714,6,0
North Carolina,37,0,0,923,0
New Jersey,34,22627,22627,484,0
Colorado,08,7028,7028,241,18
Maryland,24,14303,14303,377,48
Nevada,32,0,0,664,0
Tennessee,47,6878,6878,910,38
Hawaii,15,505,505,272,8
Indiana,18,11043,11043,881,200
Kentucky,21,4580,4580,557,20
Minnesota,27,6480,6480,306,26
Oklahoma,40,4821,4821,570,7
Pennsylvania,42,0,0,505,0
South Carolina,45,7811,7811,934,29
District of Columbia,11,0,0,70,0
Kansas,20,2304,2304,211,26
Missouri,29,0,0,906,0
Vermont,50,0,0,8,0
Virginia,51,9569,9569,1082,14
Connecticut,09,11180,11180,52,0
Iowa,19,0,0,299,0
Louisiana,22,0,0,881,0
Ohio,39,13376,13376,774,59
Michigan,26,0,0,629,0
South Dakota,46,1029,1029,76,12
Arkansas,05,4213,4213,420,31
Delaware,10,0,0,58,0
Mississippi,28,5326,5326,802,26
New Mexico,35,3134,3134,65,8
North Dakota,38,554,554,68,0
Wyoming,56,215,215,16,0
Alaska,02,241,241,39,0
Maine,23,420,420,6,0
Alabama,01,14267,14267,1004,0
Idaho,16,1369,1369,181,4
Montana,30,436,436,134,4
West Virginia,54,0,0,139,0
