state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8383,8383,426,25
Illinois,17,0,0,3030,0
California,06,0,0,3083,0
Arizona,04,21260,21260,874,13
Massachusetts,25,13235,13235,561,22
Wisconsin,55,11003,11003,1453,193
Texas,48,0,0,5587,0
Nebraska,31,2950,2950,483,45
Utah,49,5319,5319,338,72
Oregon,41,3134,3134,206,23
Florida,12,49580,49580,2347,291
New York,36,89995,89995,1085,0
Rhode Island,44,3272,3272,139,16
Georgia,13,31516,31516,1777,146
New Hampshire,33,775,775,30,0
North Carolina,37,0,0,1181,0
New Jersey,34,37549,37549,1072,64
Colorado,08,8943,8943,742,89
Maryland,24,16971,16971,502,61
Nevada,32,0,0,594,0
Tennessee,47,10208,10208,1529,68
Hawaii,15,1081,1081,61,8
Indiana,18,16469,16469,1733,196
Kentucky,21,7069,7069,969,61
Minnesota,27,9991,9991,867,136
Oklahoma,40,8688,8688,874,79
Pennsylvania,42,0,0,1229,0
South Carolina,45,10404,10404,800,59
District of Columbia,11,0,0,102,0
Kansas,20,3752,3752,432,0
Missouri,29,0,0,1490,0
Vermont,50,0,0,6,0
Virginia,51,12454,12454,1082,70
Connecticut,09,12257,12257,321,0
Iowa,19,0,0,605,0
Louisiana,22,0,0,612,0
Ohio,39,18800,18800,1536,194
Michigan,26,0,0,1332,0
South Dakota,46,2602,2602,413,57
Arkansas,05,6967,6967,647,47
Delaware,10,0,0,99,0
Mississippi,28,6576,6576,699,0
New Mexico,35,4492,4492,323,63
North Dakota,38,1547,1547,287,28
Wyoming,56,434,434,109,13
Alaska,02,442,442,89,8
Maine,23,483,483,15,-1
Alabama,01,20246,20246,1013,130
Idaho,16,2514,2514,286,31
Montana,30,1312,1312,373,14
West Virginia,54,0,0,238,0
