state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9092,9092,628,0
Illinois,17,0,0,5258,0
California,06,0,0,4002,0
Arizona,04,22576,22576,1368,82
Massachusetts,25,13588,13588,661,215
Wisconsin,55,13771,13771,2077,264
Texas,48,0,0,6925,0
Nebraska,31,3481,3481,885,115
Utah,49,6487,6487,484,92
Oregon,41,3553,3553,345,42
Florida,12,51892,51892,3062,161
New York,36,89995,89995,1677,0
Rhode Island,44,3701,3701,232,45
Georgia,13,32947,32947,2045,141
New Hampshire,33,804,804,69,4
North Carolina,37,0,0,1279,0
New Jersey,34,38761,38761,1827,161
Colorado,08,10597,10597,1322,59
Maryland,24,18139,18139,863,127
Nevada,32,0,0,941,0
Tennessee,47,10950,10950,1973,55
Hawaii,15,1178,1178,73,0
Indiana,18,19573,19573,2569,289
Kentucky,21,8567,8567,1311,164
Minnesota,27,12443,12443,1329,292
Oklahoma,40,10030,10030,1248,162
Pennsylvania,42,0,0,2196,0
South Carolina,45,11084,11084,810,60
District of Columbia,11,0,0,109,0
Kansas,20,4252,4252,810,0
Missouri,29,0,0,2248,0
Vermont,50,0,0,22,0
Virginia,51,13339,13339,1313,66
Connecticut,09,12257,12257,617,0
Iowa,19,0,0,1208,0
Louisiana,22,0,0,676,0
Ohio,39,21558,21558,3024,268
Michigan,26,0,0,3209,0
South Dakota,46,3455,3455,551,66
Arkansas,05,7715,7715,805,80
Delaware,10,0,0,126,0
Mississippi,28,6914,6914,774,0
New Mexico,35,5408,5408,471,52
North Dakota,38,2082,2082,399,115
Wyoming,56,558,558,192,13
Alaska,02,537,537,113,9
Maine,23,553,553,62,8
Alabama,01,22190,22190,1233,304
Idaho,16,3002,3002,361,40
Montana,30,1541,1541,499,11
West Virginia,54,0,0,306,0
