state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,11195,11195,1097,241
Illinois,17,0,0,5453,0
California,06,0,0,9948,0
Arizona,04,27738,27738,2899,282
Massachusetts,25,14397,14397,1394,0
Wisconsin,55,17943,17943,1660,202
Texas,48,0,0,9015,0
Nebraska,31,4479,4479,845,54
Utah,49,8652,8652,603,104
Oregon,41,4803,4803,629,58
Florida,12,56809,56809,4334,282
New York,36,89995,89995,4222,0
Rhode Island,44,4843,4843,408,54
Georgia,13,35783,35783,2749,212
New Hampshire,33,844,844,159,0
North Carolina,37,0,0,2157,0
New Jersey,34,42163,42163,3315,176
Colorado,08,14762,14762,1883,183
Maryland,24,21756,21756,1594,198
Nevada,32,0,0,1678,0
Tennessee,47,12488,12488,2751,78
Hawaii,15,1315,1315,51,11
Indiana,18,27672,27672,3289,436
Kentucky,21,10560,10560,1792,249
Minnesota,27,17828,17828,1679,205
Oklahoma,40,12949,12949,1687,176
Pennsylvania,42,0,0,5230,0
South Carolina,45,12223,12223,1047,97
District of Columbia,11,0,0,194,0
Kansas,20,5417,5417,1143,127
Missouri,29,0,0,2803,0
Vermont,50,0,0,33,0
Virginia,51,15116,15116,1854,102
Connecticut,09,12257,12257,1150,0
Iowa,19,0,0,1000,0
Louisiana,22,0,0,1357,0
Ohio,39,28673,28673,5092,392
Michigan,26,0,0,4141,0
South Dakota,46,4748,4748,516,52
Arkansas,05,9329,9329,1041,123
Delaware,10,0,0,288,0
Mississippi,28,7486,7486,1188,0
New Mexico,35,7184,7184,934,106
North Dakota,38,2842,2842,324,29
Wyoming,56,838,838,222,15
Alaska,02,794,794,151,11
Maine,23,751,751,164,11
Alabama,01,26331,26331,1875,269
Idaho,16,4271,4271,466,71
Montana,30,2810,2810,483,48
West Virginia,54,0,0,632,0
