state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6966,6966,358,106
Illinois,17,0,0,1580,0
California,06,0,0,4425,0
Arizona,04,21593,21593,658,71
Massachusetts,25,12387,12387,338,19
Wisconsin,55,6173,6173,302,55
Texas,48,0,0,3604,0
Nebraska,31,2089,2089,179,10
Utah,49,3263,3263,137,21
Oregon,41,2206,2206,153,45
Florida,12,40985,40985,3077,324
New York,36,89995,89995,463,0
Rhode Island,44,2604,2604,82,15
Georgia,13,25845,25845,2099,256
New Hampshire,33,718,718,7,0
North Carolina,37,0,0,916,0
New Jersey,34,22854,22854,423,42
Colorado,08,7173,7173,226,12
Maryland,24,14672,14672,370,36
Nevada,32,0,0,552,0
Tennessee,47,7444,7444,1056,89
Hawaii,15,599,599,257,1
Indiana,18,11528,11528,763,61
Kentucky,21,4777,4777,558,47
Minnesota,27,6792,6792,263,32
Oklahoma,40,5253,5253,462,116
Pennsylvania,42,0,0,492,0
South Carolina,45,8236,8236,801,54
District of Columbia,11,0,0,93,0
Kansas,20,2470,2470,319,29
Missouri,29,0,0,934,0
Vermont,50,0,0,5,0
Virginia,51,10008,10008,1072,76
Connecticut,09,11275,11275,57,0
Iowa,19,0,0,322,0
Louisiana,22,0,0,782,0
Ohio,39,14083,14083,700,116
Michigan,26,0,0,616,0
South Dakota,46,1109,1109,76,15
Arkansas,05,4574,4574,411,50
Delaware,10,0,0,53,0
Mississippi,28,5410,5410,683,0
New Mexico,35,3219,3219,77,17
North Dakota,38,611,611,53,7
Wyoming,56,221,221,12,2
Alaska,02,268,268,40,3
Maine,23,429,429,9,0
Alabama,01,15339,15339,857,202
Idaho,16,1502,1502,114,34
Montana,30,509,509,163,7
West Virginia,54,0,0,147,0
