state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,14096,14096,1200,0
Illinois,17,0,0,4243,0
California,06,0,0,20642,0
Arizona,04,35630,35630,4390,240
Massachusetts,25,15905,15905,2230,0
Wisconsin,55,20911,20911,1113,82
Texas,48,0,0,11351,0
Nebraska,31,5108,5108,527,4
Utah,49,10643,10643,532,59
Oregon,41,6168,6168,530,0
Florida,12,62507,62507,6109,211
New York,36,89995,89995,7559,0
Rhode Island,44,6403,6403,412,272
Georgia,13,40952,40952,4729,165
New Hampshire,33,895,895,269,0
North Carolina,37,0,0,3192,0
New Jersey,34,46483,46483,3619,110
Colorado,08,17962,17962,1173,50
Maryland,24,26078,26078,1738,227
Nevada,32,0,0,1899,0
Tennessee,47,14156,14156,3151,65
Hawaii,15,1751,1751,125,40
Indiana,18,34272,34272,2866,170
Kentucky,21,13099,13099,1552,32
Minnesota,27,21420,21420,878,105
Oklahoma,40,16336,16336,1729,47
Pennsylvania,42,0,0,5995,0
South Carolina,45,14050,14050,1867,75
District of Columbia,11,0,0,232,0
Kansas,20,6568,6568,554,144
Missouri,29,0,0,2429,0
Vermont,50,0,0,20,0
Virginia,51,17605,17605,2563,57
Connecticut,09,12257,12257,1219,0
Iowa,19,0,0,586,0
Louisiana,22,0,0,1597,0
Ohio,39,37076,37076,4511,290
Michigan,26,0,0,2811,0
South Dakota,46,5583,5583,288,22
Arkansas,05,11062,11062,1155,53
Delaware,10,0,0,428,0
Mississippi,28,8145,8145,1325,106
New Mexico,35,9405,9405,788,139
North Dakota,38,3500,3500,108,5
Wyoming,56,1053,1053,115,13
Alaska,02,994,994,78,2
Maine,23,1032,1032,181,8
Alabama,01,32999,32999,2802,884
Idaho,16,5425,5425,393,33
Montana,30,3464,3464,213,13
West Virginia,54,0,0,720,0
