state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7431,7431,395,19
Illinois,17,0,0,1486,0
California,06,0,0,3129,0
Arizona,04,22015,22015,483,10
Massachusetts,25,12645,12645,408,8
Wisconsin,55,7095,7095,571,54
Texas,48,0,0,3217,0
Nebraska,31,2279,2279,226,3
Utah,49,3729,3729,184,27
Oregon,41,2496,2496,199,0
Florida,12,44030,44030,2103,66
New York,36,89995,89995,541,0
Rhode Island,44,2725,2725,94,0
Georgia,13,28179,28179,1868,26
New Hampshire,33,736,736,20,2
North Carolina,37,0,0,917,0
New Jersey,34,23327,23327,416,3
Colorado,08,7523,7523,263,3
Maryland,24,15398,15398,328,16
Nevada,32,0,0,442,0
Tennessee,47,8577,8577,830,49
Hawaii,15,802,802,150,15
Indiana,18,12596,12596,910,75
Kentucky,21,5193,5193,538,0
Minnesota,27,7493,7493,340,50
Oklahoma,40,6252,6252,579,0
Pennsylvania,42,0,0,462,0
South Carolina,45,9043,9043,734,15
District of Columbia,11,0,0,96,0
Kansas,20,2816,2816,343,0
Missouri,29,0,0,1125,0
Vermont,50,0,0,2,0
Virginia,51,10889,10889,868,26
Connecticut,09,11560,11560,76,0
Iowa,19,0,0,343,0
Louisiana,22,0,0,557,0
Ohio,39,15216,15216,639,31
Michigan,26,0,0,558,0
South Dakota,46,1473,1473,216,39
Arkansas,05,5235,5235,452,33
Delaware,10,0,0,60,0
Mississippi,28,5607,5607,601,0
New Mexico,35,3443,3443,66,8
North Dakota,38,815,815,96,6
Wyoming,56,262,262,22,4
Alaska,02,308,308,43,4
Maine,23,445,445,11,2
Alabama,01,16852,16852,741,0
Idaho,16,1811,1811,135,16
Montana,30,687,687,148,3
West Virginia,54,0,0,169,0
