state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,1432,0
Arizona,04,478,478,0,51
Massachusetts,25,453,453,0,54
Wisconsin,55,0,0,0,0
Texas,48,0,0,0,0
Nebraska,31,0,0,0,0
Utah,49,0,0,0,0
Oregon,41,129,129,107,12
Florida,12,652,652,0,58
New York,36,14578,14578,9517,1883
Rhode Island,44,0,0,41,0
Georgia,13,707,707,0,41
New Hampshire,33,45,45,0,12
North Carolina,37,0,0,137,0
New Jersey,34,0,0,2000,0
Colorado,08,414,414,503,88
Maryland,24,353,353,0,76
Nevada,32,0,0,0,0
Tennessee,47,148,148,0,15
Hawaii,15,12,12,0,0
Indiana,18,0,0,0,0
Kentucky,21,0,0,0,0
Minnesota,27,92,92,56,17
Oklahoma,40,153,153,0,13
Pennsylvania,42,386,386,0,33
South Carolina,45,102,102,0,0
District of Columbia,11,0,0,0,0
Kansas,20,66,66,0,11
Missouri,29,0,0,0,0
Vermont,50,18,18,0,0
Virginia,51,112,112,0,13
Connecticut,09,0,0,517,0
Iowa,19,74,74,51,6
Louisiana,22,0,0,1185,0
Ohio,39,475,475,0,72
Michigan,26,0,0,0,0
South Dakota,46,0,0,0,0
Arkansas,05,0,0,62,0
Delaware,10,0,0,45,0
Mississippi,28,195,195,0,-40
New Mexico,35,0,0,22,0
North Dakota,38,19,19,0,2
Wyoming,56,17,17,0,2
Alaska,02,10,10,0,0
Maine,23,49,49,0,49
Alabama,01,0,0,156,0
Idaho,16,39,39,42,3
Montana,30,10,10,0,2
West Virginia,54,1,1,0,0
