state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19275,19275,498,51
Illinois,17,0,0,1353,0
California,06,0,0,5897,0
Arizona,04,57508,57508,1317,48
Massachusetts,25,19444,19444,785,0
Wisconsin,55,26088,26088,304,75
Texas,48,0,0,5912,0
Nebraska,31,6099,6099,154,11
Utah,49,14664,14664,252,36
Oregon,41,8570,8570,177,19
Florida,12,80467,80467,3728,229
New York,36,89995,89995,5445,0
Rhode Island,44,8900,8900,168,0
Georgia,13,55963,55963,2405,185
New Hampshire,33,1114,1114,93,5
North Carolina,37,0,0,1414,0
New Jersey,34,63664,63664,1919,104
Colorado,08,23459,23459,393,21
Maryland,24,34927,34927,892,79
Nevada,32,0,0,491,0
Tennessee,47,18586,18586,1038,33
Hawaii,15,2214,2214,30,0
Indiana,18,42736,42736,800,28
Kentucky,21,19090,19090,765,109
Minnesota,27,25714,25714,263,31
Oklahoma,40,23909,23909,484,30
Pennsylvania,42,0,0,1785,0
South Carolina,45,20340,20340,865,65
District of Columbia,11,0,0,171,0
Kansas,20,9249,9249,258,0
Missouri,29,0,0,1209,0
Vermont,50,0,0,30,0
Virginia,51,24091,24091,1374,113
Connecticut,09,12257,12257,451,0
Iowa,19,0,0,181,0
Louisiana,22,0,0,651,0
Ohio,39,50197,50197,1204,79
Michigan,26,0,0,841,0
South Dakota,46,6610,6610,91,19
Arkansas,05,14763,14763,475,16
Delaware,10,0,0,159,0
Mississippi,28,9012,9012,492,0
New Mexico,35,13097,13097,227,18
North Dakota,38,3866,3866,21,2
Wyoming,56,1381,1381,25,0
Alaska,02,1277,1277,43,0
Maine,23,1525,1525,74,6
Alabama,01,45428,45428,622,0
Idaho,16,7065,7065,162,8
Montana,30,4579,4579,68,8
West Virginia,54,0,0,237,0
