state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8018,8018,388,24
Illinois,17,0,0,2096,0
California,06,0,0,3002,0
Arizona,04,20648,20648,721,8
Massachusetts,25,13009,13009,500,8
Wisconsin,55,9319,9319,1172,292
Texas,48,0,0,4319,0
Nebraska,31,2658,2658,343,8
Utah,49,4688,4688,304,32
Oregon,41,2886,2886,190,0
Florida,12,47664,47664,2057,72
New York,36,89995,89995,934,0
Rhode Island,44,3050,3050,124,0
Georgia,13,30388,30388,1664,12
New Hampshire,33,761,761,16,0
North Carolina,37,0,0,1142,0
New Jersey,34,24273,24273,758,113
Colorado,08,8248,8248,465,21
Maryland,24,16475,16475,434,40
Nevada,32,0,0,485,0
Tennessee,47,9618,9618,1338,41
Hawaii,15,1005,1005,96,4
Indiana,18,14826,14826,1373,111
Kentucky,21,6616,6616,764,24
Minnesota,27,8916,8916,532,50
Oklahoma,40,7815,7815,792,17
Pennsylvania,42,0,0,870,0
South Carolina,45,9959,9959,697,20
District of Columbia,11,0,0,84,0
Kansas,20,3421,3421,285,51
Missouri,29,0,0,1439,0
Vermont,50,0,0,0,0
Virginia,51,11882,11882,972,21
Connecticut,09,12043,12043,195,0
Iowa,19,0,0,480,0
Louisiana,22,0,0,553,0
Ohio,39,17172,17172,1154,111
Michigan,26,0,0,1050,0
South Dakota,46,2146,2146,304,27
Arkansas,05,6361,6361,604,46
Delaware,10,0,0,107,0
Mississippi,28,6380,6380,653,143
New Mexico,35,3977,3977,183,37
North Dakota,38,1267,1267,205,14
Wyoming,56,364,364,68,4
Alaska,02,387,387,65,4
Maine,23,469,469,8,1
Alabama,01,19081,19081,859,226
Idaho,16,2206,2206,221,13
Montana,30,1020,1020,339,10
West Virginia,54,0,0,177,0
