state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3856,3856,357,11
Illinois,17,0,0,1961,0
California,06,0,0,4323,0
Arizona,04,4182,4182,1449,34
Massachusetts,25,10817,10817,1026,15
Wisconsin,55,3061,3061,284,12
Texas,48,0,0,2326,0
Nebraska,31,1075,1075,160,5
Utah,49,1041,1041,184,13
Oregon,41,875,875,133,0
Florida,12,12298,12298,0,74
New York,36,89995,89995,1608,0
Rhode Island,44,1882,1882,127,29
Georgia,13,9322,9322,865,74
New Hampshire,33,519,519,69,6
North Carolina,37,0,0,797,0
New Jersey,34,18755,18755,1342,18
Colorado,08,5269,5269,276,25
Maryland,24,10222,10222,745,57
Nevada,32,0,0,346,0
Tennessee,47,2106,2106,642,19
Hawaii,15,91,91,0,2
Indiana,18,6451,6451,882,32
Kentucky,21,2433,2433,383,0
Minnesota,27,3630,3630,353,20
Oklahoma,40,1117,1117,149,1
Pennsylvania,42,0,0,851,0
South Carolina,45,1988,1988,536,0
District of Columbia,11,0,0,191,0
Kansas,20,988,988,0,15
Missouri,29,0,0,612,0
Vermont,50,0,0,16,0
Virginia,51,5588,5588,902,52
Connecticut,09,9912,9912,203,0
Iowa,19,0,0,197,0
Louisiana,22,0,0,568,0
Ohio,39,6948,6948,513,53
Michigan,26,0,0,562,0
South Dakota,46,544,544,93,5
Arkansas,05,1003,1003,206,5
Delaware,10,0,0,88,0
Mississippi,28,2680,2680,661,15
New Mexico,35,1686,1686,161,61
North Dakota,38,197,197,31,0
Wyoming,56,93,93,4,0
Alaska,02,60,60,21,3
Maine,23,317,317,31,3
Alabama,01,2259,2259,641,4
Idaho,16,266,266,23,0
Montana,30,78,78,7,1
West Virginia,54,0,0,25,0
