state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,12649,12649,1144,124
Illinois,17,0,0,4965,0
California,06,0,0,15198,0
Arizona,04,31266,31266,3702,124
Massachusetts,25,14823,14823,1834,0
Wisconsin,55,19510,19510,1461,184
Texas,48,0,0,9472,0
Nebraska,31,4831,4831,693,35
Utah,49,9585,9585,568,99
Oregon,41,5503,5503,601,108
Florida,12,59385,59385,5103,352
New York,36,89995,89995,5982,0
Rhode Island,44,5616,5616,455,82
Georgia,13,38111,38111,3352,374
New Hampshire,33,863,863,252,1
North Carolina,37,0,0,2735,0
New Jersey,34,44136,44136,3660,225
Colorado,08,16487,16487,1554,313
Maryland,24,23711,23711,1799,153
Nevada,32,0,0,1979,0
Tennessee,47,13332,13332,3062,126
Hawaii,15,1364,1364,57,7
Indiana,18,31324,31324,3229,289
Kentucky,21,11589,11589,1788,126
Minnesota,27,19785,19785,1309,147
Oklahoma,40,14408,14408,1741,46
Pennsylvania,42,0,0,6295,0
South Carolina,45,12960,12960,1046,50
District of Columbia,11,0,0,224,0
Kansas,20,5895,5895,623,0
Missouri,29,0,0,2543,0
Vermont,50,0,0,20,0
Virginia,51,16187,16187,2361,114
Connecticut,09,12257,12257,1269,0
Iowa,19,0,0,798,0
Louisiana,22,0,0,1597,0
Ohio,39,32878,32878,5296,614
Michigan,26,0,0,3674,0
South Dakota,46,5242,5242,435,42
Arkansas,05,10096,10096,1070,105
Delaware,10,0,0,376,0
Mississippi,28,7901,7901,1319,0
New Mexico,35,8139,8139,865,102
North Dakota,38,3073,3073,277,0
Wyoming,56,971,971,178,4
Alaska,02,908,908,140,19
Maine,23,909,909,195,16
Alabama,01,29259,29259,2353,346
Idaho,16,4827,4827,444,64
Montana,30,3119,3119,338,39
West Virginia,54,0,0,774,0
