state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19033,19033,608,0
Illinois,17,0,0,1504,0
California,06,0,0,7165,0
Arizona,04,56994,56994,1590,48
Massachusetts,25,19176,19176,888,0
Wisconsin,55,25775,25775,348,32
Texas,48,0,0,6964,0
Nebraska,31,6031,6031,161,-3
Utah,49,14466,14466,265,21
Oregon,41,8403,8403,206,0
Florida,12,79096,79096,4175,150
New York,36,89995,89995,5804,0
Rhode Island,44,8815,8815,186,-55
Georgia,13,54883,54883,2760,130
New Hampshire,33,1093,1093,109,0
North Carolina,37,0,0,1567,0
New Jersey,34,63172,63172,2023,64
Colorado,08,23183,23183,433,14
Maryland,24,34493,34493,992,54
Nevada,32,0,0,580,0
Tennessee,47,18311,18311,1128,27
Hawaii,15,2210,2210,54,28
Indiana,18,42500,42500,878,55
Kentucky,21,18625,18625,870,24
Minnesota,27,25478,25478,235,23
Oklahoma,40,23684,23684,620,17
Pennsylvania,42,0,0,1963,0
South Carolina,45,19994,19994,993,28
District of Columbia,11,0,0,207,0
Kansas,20,9103,9103,214,32
Missouri,29,0,0,1206,0
Vermont,50,0,0,38,0
Virginia,51,23530,23530,1540,49
Connecticut,09,12257,12257,500,0
Iowa,19,0,0,222,0
Louisiana,22,0,0,740,0
Ohio,39,49492,49492,1374,120
Michigan,26,0,0,841,0
South Dakota,46,6537,6537,91,13
Arkansas,05,14570,14570,588,30
Delaware,10,0,0,182,0
Mississippi,28,8978,8978,560,0
New Mexico,35,12938,12938,247,22
North Dakota,38,3860,3860,38,3
Wyoming,56,1372,1372,21,3
Alaska,02,1251,1251,39,8
Maine,23,1508,1508,72,2
Alabama,01,45128,45128,862,361
Idaho,16,6983,6983,142,0
Montana,30,4527,4527,78,5
West Virginia,54,0,0,294,0
