state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,18643,18643,704,39
Illinois,17,0,0,1777,0
California,06,0,0,9636,0
Arizona,04,55667,55667,2213,108
Massachusetts,25,18859,18859,1125,0
Wisconsin,55,25302,25302,402,34
Texas,48,0,0,8107,0
Nebraska,31,5950,5950,197,8
Utah,49,14189,14189,307,38
Oregon,41,8185,8185,226,0
Florida,12,77255,77255,4672,121
New York,36,89995,89995,6593,0
Rhode Island,44,8689,8689,222,0
Georgia,13,53379,53379,3271,39
New Hampshire,33,1075,1075,126,2
North Carolina,37,0,0,1989,0
New Jersey,34,62406,62406,2449,59
Colorado,08,22797,22797,485,19
Maryland,24,33808,33808,1166,80
Nevada,32,0,0,827,0
Tennessee,47,18017,18017,1246,20
Hawaii,15,2149,2149,40,0
Indiana,18,41604,41604,1031,74
Kentucky,21,18054,18054,1019,112
Minnesota,27,25156,25156,326,40
Oklahoma,40,23248,23248,755,98
Pennsylvania,42,0,0,2348,0
South Carolina,45,19396,19396,1269,89
District of Columbia,11,0,0,197,0
Kansas,20,8887,8887,348,0
Missouri,29,0,0,1438,0
Vermont,50,0,0,49,0
Virginia,51,22906,22906,1906,60
Connecticut,09,12257,12257,674,0
Iowa,19,0,0,240,0
Louisiana,22,0,0,875,0
Ohio,39,48556,48556,1657,64
Michigan,26,0,0,1024,0
South Dakota,46,6438,6438,87,7
Arkansas,05,14332,14332,669,34
Delaware,10,0,0,216,0
Mississippi,28,8902,8902,648,0
New Mexico,35,12679,12679,292,22
North Dakota,38,3831,3831,38,3
Wyoming,56,1356,1356,44,45
Alaska,02,1230,1230,35,0
Maine,23,1484,1484,101,8
Alabama,01,44148,44148,1136,0
Idaho,16,6890,6890,180,15
Montana,30,4439,4439,92,-2
West Virginia,54,0,0,327,0
