state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17259,17259,846,130
Illinois,17,0,0,3001,0
California,06,0,0,18039,0
Arizona,04,50657,50657,4221,174
Massachusetts,25,17556,17556,1951,0
Wisconsin,55,23883,23883,746,135
Texas,48,0,0,12851,0
Nebraska,31,5702,5702,373,20
Utah,49,13137,13137,540,83
Oregon,41,7545,7545,359,76
Florida,12,71852,71852,6775,465
New York,36,89995,89995,8831,0
Rhode Island,44,8063,8063,346,57
Georgia,13,48915,48915,5157,417
New Hampshire,33,1012,1012,213,5
North Carolina,37,0,0,3368,0
New Jersey,34,59661,59661,3251,223
Colorado,08,21562,21562,740,299
Maryland,24,31330,31330,1642,142
Nevada,32,0,0,1462,0
Tennessee,47,16707,16707,2166,147
Hawaii,15,2050,2050,82,11
Indiana,18,39753,39753,1976,144
Kentucky,21,16002,16002,1566,83
Minnesota,27,24014,24014,496,82
Oklahoma,40,21093,21093,1454,40
Pennsylvania,42,0,0,3790,0
South Carolina,45,17390,17390,2173,55
District of Columbia,11,0,0,240,0
Kansas,20,8117,8117,708,0
Missouri,29,0,0,1953,0
Vermont,50,0,0,58,0
Virginia,51,20860,20860,2847,96
Connecticut,09,12257,12257,1068,0
Iowa,19,0,0,415,0
Louisiana,22,0,0,1646,0
Ohio,39,45276,45276,2964,295
Michigan,26,0,0,1638,0
South Dakota,46,6216,6216,152,15
Arkansas,05,13401,13401,1095,89
Delaware,10,0,0,383,0
Mississippi,28,8647,8647,1023,0
New Mexico,35,11700,11700,561,102
North Dakota,38,3752,3752,48,7
Wyoming,56,1265,1265,71,1
Alaska,02,1194,1194,57,9
Maine,23,1357,1357,194,15
Alabama,01,41315,41315,2222,246
Idaho,16,6525,6525,169,29
Montana,30,4141,4141,128,13
West Virginia,54,0,0,582,0
