state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6530,6530,454,30
Illinois,17,0,0,1529,0
California,06,0,0,5618,0
Arizona,04,21219,21219,908,-22
Massachusetts,25,12268,12268,308,12
Wisconsin,55,5573,5573,337,15
Texas,48,0,0,5019,0
Nebraska,31,1910,1910,146,3
Utah,49,2941,2941,144,15
Oregon,41,1984,1984,173,0
Florida,12,37032,37032,4646,129
New York,36,89995,89995,482,0
Rhode Island,44,2460,2460,80,0
Georgia,13,23425,23425,2350,56
New Hampshire,33,712,712,11,1
North Carolina,37,0,0,948,0
New Jersey,34,22452,22452,446,4
Colorado,08,6845,6845,243,4
Maryland,24,14007,14007,407,51
Nevada,32,0,0,771,0
Tennessee,47,6421,6421,1018,43
Hawaii,15,396,396,192,19
Indiana,18,10343,10343,912,62
Kentucky,21,4399,4399,564,37
Minnesota,27,6195,6195,310,44
Oklahoma,40,4431,4431,578,9
Pennsylvania,42,0,0,518,0
South Carolina,45,7439,7439,979,0
District of Columbia,11,0,0,85,0
Kansas,20,2183,2183,189,24
Missouri,29,0,0,957,0
Vermont,50,0,0,11,0
Virginia,51,9207,9207,1127,31
Connecticut,09,11087,11087,57,0
Iowa,19,0,0,275,0
Louisiana,22,0,0,939,0
Ohio,39,12859,12859,802,59
Michigan,26,0,0,637,0
South Dakota,46,965,965,65,6
Arkansas,05,3962,3962,466,42
Delaware,10,0,0,38,0
Mississippi,28,5179,5179,903,30
New Mexico,35,3041,3041,68,10
North Dakota,38,505,505,51,4
Wyoming,56,211,211,20,4
Alaska,02,228,228,43,3
Maine,23,409,409,6,1
Alabama,01,13793,13793,1149,291
Idaho,16,1256,1256,192,10
Montana,30,383,383,114,4
West Virginia,54,0,0,141,0
