state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,6500,6500,455,31
Illinois,17,0,0,1449,0
California,06,0,0,5665,0
Arizona,04,21241,21241,969,-30
Massachusetts,25,12256,12256,315,0
Wisconsin,55,5558,5558,321,13
Texas,48,0,0,5186,0
Nebraska,31,1907,1907,139,16
Utah,49,2926,2926,156,27
Oregon,41,1984,1984,173,0
Florida,12,36903,36903,4580,139
New York,36,89995,89995,472,0
Rhode Island,44,2460,2460,80,5
Georgia,13,23369,23369,2360,44
New Hampshire,33,711,711,12,1
North Carolina,37,0,0,898,0
New Jersey,34,22448,22448,411,3
Colorado,08,6841,6841,225,10
Maryland,24,13956,13956,407,92
Nevada,32,0,0,825,0
Tennessee,47,6378,6378,1009,50
Hawaii,15,377,377,192,40
Indiana,18,10281,10281,894,62
Kentucky,21,4362,4362,590,0
Minnesota,27,6151,6151,301,38
Oklahoma,40,4422,4422,578,54
Pennsylvania,42,0,0,501,0
South Carolina,45,7439,7439,1026,0
District of Columbia,11,0,0,80,0
Kansas,20,2159,2159,296,0
Missouri,29,0,0,957,0
Vermont,50,0,0,13,0
Virginia,51,9176,9176,1155,37
Connecticut,09,11087,11087,54,0
Iowa,19,0,0,260,0
Louisiana,22,0,0,941,0
Ohio,39,12800,12800,777,22
Michigan,26,0,0,646,0
South Dakota,46,959,959,62,8
Arkansas,05,3920,3920,500,12
Delaware,10,0,0,44,0
Mississippi,28,5149,5149,982,0
New Mexico,35,3031,3031,64,1
North Dakota,38,501,501,52,2
Wyoming,56,207,207,19,4
Alaska,02,225,225,48,2
Maine,23,408,408,4,1
Alabama,01,13502,13502,1093,0
Idaho,16,1246,1246,192,13
Montana,30,379,379,111,1
West Virginia,54,0,0,139,0
