state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,0,0,0,0
Illinois,17,0,0,0,0
California,06,0,0,0,0
Arizona,04,219,219,0,30
Massachusetts,25,94,94,0,15
Wisconsin,55,0,0,0,0
Texas,48,0,0,0,0
Nebraska,31,0,0,0,0
Utah,49,0,0,0,0
Oregon,41,56,56,0,13
Florida,12,259,259,0,42
New York,36,4041,4041,3343,916
Rhode Island,44,0,0,0,0
Georgia,13,0,0,0,0
New Hampshire,33,11,11,0,11
North Carolina,37,0,0,0,0
New Jersey,34,0,0,0,0
Colorado,08,84,84,152,12
Maryland,24,0,0,0,0
Nevada,32,0,0,0,0
Tennessee,47,0,0,0,0
Hawaii,15,4,4,0,4
Indiana,18,1,1,0,0
Kentucky,21,0,0,0,0
Minnesota,27,21,21,0,4
Oklahoma,40,25,25,0,10
Pennsylvania,42,0,0,0,0
South Carolina,45,0,0,0,0
District of Columbia,11,0,0,0,0
Kansas,20,0,0,0,0
Missouri,29,0,0,0,0
Vermont,50,0,0,0,0
Virginia,51,38,38,0,6
Connecticut,09,0,0,71,0
Iowa,19,27,27,0,27
Louisiana,22,0,0,271,0
Ohio,39,145,145,0,41
Michigan,26,0,0,0,0
South Dakota,46,0,0,0,0
Arkansas,05,0,0,22,0
Delaware,10,0,0,0,0
Mississippi,28,86,86,0,53
New Mexico,35,0,0,0,0
North Dakota,38,5,5,0,1
Wyoming,56,0,0,0,0
Alaska,02,2,2,0,1
Maine,23,0,0,0,0
Alabama,01,0,0,74,0
Idaho,16,0,0,0,0
Montana,30,0,0,0,0
West Virginia,54,1,1,0,0
