state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3959,3959,396,21
Illinois,17,0,0,1837,0
California,06,0,0,4587,0
Arizona,04,4246,4246,1832,5
Massachusetts,25,11036,11036,994,51
Wisconsin,55,3177,3177,241,17
Texas,48,0,0,3148,0
Nebraska,31,1166,1166,149,25
Utah,49,1145,1145,237,25
Oregon,41,933,933,141,4
Florida,12,13062,13062,0,200
New York,36,89995,89995,1284,0
Rhode Island,44,1922,1922,123,11
Georgia,13,9772,9772,937,109
New Hampshire,33,533,533,56,2
North Carolina,37,0,0,871,0
New Jersey,34,19267,19267,1177,257
Colorado,08,5318,5318,250,10
Maryland,24,10447,10447,648,90
Nevada,32,0,0,370,0
Tennessee,47,2238,2238,635,29
Hawaii,15,95,95,0,0
Indiana,18,6731,6731,773,142
Kentucky,21,2494,2494,339,12
Minnesota,27,3748,3748,339,30
Oklahoma,40,1209,1209,211,63
Pennsylvania,42,0,0,731,0
South Carolina,45,2294,2294,660,239
District of Columbia,11,0,0,184,0
Kansas,20,1035,1035,0,24
Missouri,29,0,0,594,0
Vermont,50,0,0,8,0
Virginia,51,5797,5797,862,53
Connecticut,09,10099,10099,172,0
Iowa,19,0,0,197,0
Louisiana,22,0,0,561,0
Ohio,39,7167,7167,525,63
Michigan,26,0,0,557,0
South Dakota,46,589,589,95,4
Arkansas,05,1100,1100,224,26
Delaware,10,0,0,75,0
Mississippi,28,2767,2767,661,0
New Mexico,35,1735,1735,147,9
North Dakota,38,210,210,26,2
Wyoming,56,98,98,8,1
Alaska,02,63,63,18,2
Maine,23,328,328,26,5
Alabama,01,2416,2416,650,43
Idaho,16,278,278,28,3
Montana,30,82,82,9,1
West Virginia,54,0,0,22,0
