state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,4473,4473,412,10
Illinois,17,0,0,1326,0
California,06,0,0,7149,0
Arizona,04,5161,5161,3182,93
Massachusetts,25,11463,11463,636,2
Wisconsin,55,3586,3586,244,12
Texas,48,0,0,8181,0
Nebraska,31,1368,1368,109,3
Utah,49,1582,1582,237,17
Oregon,41,1069,1069,173,0
Florida,12,16201,16201,0,161
New York,36,89995,89995,832,0
Rhode Island,44,2019,2019,61,0
Georgia,13,11775,11775,1805,32
New Hampshire,33,569,569,25,0
North Carolina,37,0,0,949,0
New Jersey,34,20237,20237,917,4
Colorado,08,5565,5565,286,15
Maryland,24,11071,11071,409,37
Nevada,32,0,0,760,0
Tennessee,47,2871,2871,949,11
Hawaii,15,118,118,0,0
Indiana,18,7254,7254,632,38
Kentucky,21,2685,2685,455,0
Minnesota,27,4170,4170,253,31
Oklahoma,40,1685,1685,391,9
Pennsylvania,42,0,0,592,0
South Carolina,45,2882,2882,1251,0
District of Columbia,11,0,0,87,0
Kansas,20,1219,1219,0,0
Missouri,29,0,0,739,0
Vermont,50,0,0,15,0
Virginia,51,6418,6418,792,13
Connecticut,09,10411,10411,95,0
Iowa,19,0,0,141,0
Louisiana,22,0,0,926,0
Ohio,39,8172,8172,693,61
Michigan,26,0,0,548,0
South Dakota,46,691,691,59,2
Arkansas,05,1536,1536,285,0
Delaware,10,0,0,53,0
Mississippi,28,3268,3268,872,0
New Mexico,35,2006,2006,119,18
North Dakota,38,242,242,22,1
Wyoming,56,119,119,8,0
Alaska,02,75,75,19,4
Maine,23,359,359,25,1
Alabama,01,2909,2909,919,3
Idaho,16,359,359,71,4
Montana,30,112,112,20,0
West Virginia,54,0,0,27,0
