state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,19599,19599,431,43
Illinois,17,0,0,1141,0
California,06,0,0,4291,0
Arizona,04,57907,57907,963,44
Massachusetts,25,19713,19713,665,0
Wisconsin,55,26457,26457,249,25
Texas,48,0,0,4721,0
Nebraska,31,6237,6237,137,8
Utah,49,14891,14891,212,24
Oregon,41,8714,8714,158,0
Florida,12,82237,82237,3307,92
New York,36,89995,89995,4789,0
Rhode Island,44,9020,9020,141,0
Georgia,13,56797,56797,2008,35
New Hampshire,33,1131,1131,68,4
North Carolina,37,0,0,1179,0
New Jersey,34,64396,64396,1792,58
Colorado,08,23904,23904,326,18
Maryland,24,35651,35651,818,79
Nevada,32,0,0,399,0
Tennessee,47,18870,18870,851,0
Hawaii,15,2226,2226,27,0
Indiana,18,43217,43217,656,64
Kentucky,21,19457,19457,558,6
Minnesota,27,25978,25978,224,2
Oklahoma,40,24332,24332,346,55
Pennsylvania,42,0,0,1587,0
South Carolina,45,20725,20725,579,66
District of Columbia,11,0,0,150,0
Kansas,20,9387,9387,235,0
Missouri,29,0,0,955,0
Vermont,50,0,0,31,0
Virginia,51,24661,24661,1127,24
Connecticut,09,12257,12257,428,0
Iowa,19,0,0,167,0
Louisiana,22,0,0,532,0
Ohio,39,50881,50881,820,33
Michigan,26,0,0,866,0
South Dakota,46,6705,6705,72,13
Arkansas,05,14926,14926,335,11
Delaware,10,0,0,104,0
Mississippi,28,9162,9162,419,0
New Mexico,35,13252,13252,169,10
North Dakota,38,3880,3880,23,2
Wyoming,56,1391,1391,21,0
Alaska,02,1293,1293,33,0
Maine,23,1570,1570,67,4
Alabama,01,45976,45976,494,0
Idaho,16,7184,7184,150,5
Montana,30,4630,4630,63,1
West Virginia,54,0,0,179,0
