state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,7483,7483,384,6
Illinois,17,0,0,1632,0
California,06,0,0,3267,0
Arizona,04,22119,22119,560,72
Massachusetts,25,12686,12686,438,19
Wisconsin,55,7300,7300,683,91
Texas,48,0,0,3344,0
Nebraska,31,2315,2315,215,14
Utah,49,3847,3847,243,40
Oregon,41,2558,2558,173,20
Florida,12,44608,44608,2097,253
New York,36,89995,89995,605,0
Rhode Island,44,2782,2782,103,8
Georgia,13,28522,28522,1896,183
New Hampshire,33,738,738,14,0
North Carolina,37,0,0,956,0
New Jersey,34,23439,23439,479,60
Colorado,08,7568,7568,264,10
Maryland,24,15530,15530,334,70
Nevada,32,0,0,452,0
Tennessee,47,8733,8733,969,61
Hawaii,15,832,832,147,13
Indiana,18,12814,12814,975,56
Kentucky,21,5279,5279,541,29
Minnesota,27,7701,7701,340,68
Oklahoma,40,6449,6449,628,83
Pennsylvania,42,0,0,539,0
South Carolina,45,9160,9160,729,55
District of Columbia,11,0,0,95,0
Kansas,20,2917,2917,352,65
Missouri,29,0,0,1171,0
Vermont,50,0,0,3,0
Virginia,51,11041,11041,908,63
Connecticut,09,11560,11560,104,0
Iowa,19,0,0,390,0
Louisiana,22,0,0,553,0
Ohio,39,15516,15516,689,103
Michigan,26,0,0,557,0
South Dakota,46,1549,1549,212,38
Arkansas,05,5354,5354,484,0
Delaware,10,0,0,72,0
Mississippi,28,5844,5844,556,0
New Mexico,35,3495,3495,85,20
North Dakota,38,859,859,89,11
Wyoming,56,272,272,24,5
Alaska,02,315,315,53,2
Maine,23,449,449,13,2
Alabama,01,17257,17257,776,75
Idaho,16,1847,1847,137,15
Montana,30,717,717,170,8
West Virginia,54,0,0,169,0
