state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,16558,16558,1066,0
Illinois,17,0,0,3335,0
California,06,0,0,20942,0
Arizona,04,47721,47721,4780,526
Massachusetts,25,17109,17109,2213,0
Wisconsin,55,23244,23244,865,114
Texas,48,0,0,13928,0
Nebraska,31,5590,5590,429,15
Utah,49,12645,12645,638,69
Oregon,41,7198,7198,418,0
Florida,12,69483,69483,7367,318
New York,36,89995,89995,9236,0
Rhode Island,44,7650,7650,366,218
Georgia,13,47006,47006,5905,265
New Hampshire,33,971,971,254,14
North Carolina,37,0,0,3881,0
New Jersey,34,54802,54802,3506,236
Colorado,08,20769,20769,786,52
Maryland,24,30157,30157,1875,315
Nevada,32,0,0,1716,0
Tennessee,47,16134,16134,2775,73
Hawaii,15,1983,1983,55,55
Indiana,18,38695,38695,2332,151
Kentucky,21,15441,15441,1633,94
Minnesota,27,23517,23517,584,89
Oklahoma,40,20095,20095,1776,32
Pennsylvania,42,0,0,4593,0
South Carolina,45,16511,16511,2353,37
District of Columbia,11,0,0,273,0
Kansas,20,7807,7807,599,0
Missouri,29,0,0,2392,0
Vermont,50,0,0,43,0
Virginia,51,20066,20066,3173,84
Connecticut,09,12257,12257,1141,0
Iowa,19,0,0,490,0
Louisiana,22,0,0,1905,0
Ohio,39,43605,43605,3643,254
Michigan,26,0,0,2055,0
South Dakota,46,6092,6092,200,10
Arkansas,05,12851,12851,1265,95
Delaware,10,0,0,454,0
Mississippi,28,8546,8546,1280,0
New Mexico,35,11210,11210,643,35
North Dakota,38,3719,3719,88,9
Wyoming,56,1236,1236,88,4
Alaska,02,1162,1162,61,9
Maine,23,1269,1269,191,15
Alabama,01,39504,39504,2724,0
Idaho,16,6307,6307,345,0
Montana,30,3992,3992,163,18
West Virginia,54,0,0,638,0
