state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,9573,9573,738,55
Illinois,17,0,0,5953,0
California,06,0,0,5078,0
Arizona,04,23473,23473,1700,230
Massachusetts,25,13588,13588,885,0
Wisconsin,55,15100,15100,2217,283
Texas,48,0,0,7958,0
Nebraska,31,3726,3726,978,75
Utah,49,7107,7107,564,119
Oregon,41,3805,3805,445,51
Florida,12,53283,53283,3352,317
New York,36,89995,89995,2202,0
Rhode Island,44,3953,3953,284,59
Georgia,13,33667,33667,2091,228
New Hampshire,33,822,822,91,5
North Carolina,37,0,0,1537,0
New Jersey,34,39248,39248,2446,53
Colorado,08,11802,11802,1593,194
Maryland,24,18959,18959,1144,147
Nevada,32,0,0,1246,0
Tennessee,47,11342,11342,2209,87
Hawaii,15,1210,1210,82,2
Indiana,18,21737,21737,3040,348
Kentucky,21,9052,9052,1553,104
Minnesota,27,13892,13892,1706,298
Oklahoma,40,10687,10687,1434,206
Pennsylvania,42,0,0,2904,0
South Carolina,45,11349,11349,830,54
District of Columbia,11,0,0,127,0
Kansas,20,4561,4561,1039,130
Missouri,29,0,0,2453,0
Vermont,50,0,0,18,0
Virginia,51,13707,13707,1469,99
Connecticut,09,12257,12257,816,0
Iowa,19,0,0,1527,0
Louisiana,22,0,0,886,0
Ohio,39,23217,23217,3716,371
Michigan,26,0,0,3792,0
South Dakota,46,3864,3864,593,95
Arkansas,05,8139,8139,893,89
Delaware,10,0,0,153,0
Mississippi,28,7091,7091,948,0
New Mexico,35,5875,5875,776,89
North Dakota,38,2307,2307,384,46
Wyoming,56,609,609,210,20
Alaska,02,584,584,147,22
Maine,23,600,600,85,11
Alabama,01,23088,23088,1303,372
Idaho,16,3254,3254,376,52
Montana,30,2202,2202,463,41
West Virginia,54,0,0,429,0
