state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,16558,16558,1066,188
Illinois,17,0,0,3345,0
California,06,0,0,20968,0
Arizona,04,47195,47195,4752,114
Massachusetts,25,17109,17109,2206,0
Wisconsin,55,23130,23130,875,54
Texas,48,0,0,13858,0
Nebraska,31,5575,5575,429,10
Utah,49,12576,12576,619,58
Oregon,41,7198,7198,418,0
Florida,12,69165,69165,7448,178
New York,36,89995,89995,8868,0
Rhode Island,44,7432,7432,384,0
Georgia,13,46741,46741,5902,122
New Hampshire,33,957,957,237,0
North Carolina,37,0,0,3862,0
New Jersey,34,54566,54566,3432,79
Colorado,08,20717,20717,862,30
Maryland,24,29842,29842,1850,211
Nevada,32,0,0,1702,0
Tennessee,47,16061,16061,2810,43
Hawaii,15,1928,1928,108,0
Indiana,18,38544,38544,2386,146
Kentucky,21,15347,15347,1587,101
Minnesota,27,23428,23428,612,61
Oklahoma,40,20063,20063,1866,27
Pennsylvania,42,0,0,4582,0
South Carolina,45,16474,16474,2342,38
District of Columbia,11,0,0,275,0
Kansas,20,7807,7807,599,94
Missouri,29,0,0,2509,0
Vermont,50,0,0,44,0
Virginia,51,19982,19982,3151,69
Connecticut,09,12257,12257,1114,0
Iowa,19,0,0,483,0
Louisiana,22,0,0,1894,0
Ohio,39,43351,43351,3765,162
Michigan,26,0,0,2140,0
South Dakota,46,6082,6082,203,19
Arkansas,05,12756,12756,1263,55
Delaware,10,0,0,434,0
Mississippi,28,8546,8546,1249,121
New Mexico,35,11175,11175,611,69
North Dakota,38,3710,3710,91,6
Wyoming,56,1232,1232,85,9
Alaska,02,1153,1153,58,0
Maine,23,1254,1254,194,10
Alabama,01,39504,39504,2798,741
Idaho,16,6307,6307,345,12
Montana,30,3974,3974,169,12
West Virginia,54,0,0,643,0
