state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,3773,3773,384,26
Illinois,17,0,0,2365,0
California,06,0,0,4534,0
Arizona,04,4041,4041,1291,41
Massachusetts,25,10654,10654,1260,72
Wisconsin,55,2976,2976,306,33
Texas,48,0,0,2008,0
Nebraska,31,1000,1000,175,11
Utah,49,968,968,188,14
Oregon,41,857,857,136,6
Florida,12,11850,11850,0,229
New York,36,89995,89995,2042,0
Rhode Island,44,1842,1842,146,14
Georgia,13,9073,9073,842,99
New Hampshire,33,500,500,81,4
North Carolina,37,0,0,812,0
New Jersey,34,18492,18492,1512,269
Colorado,08,5057,5057,279,22
Maryland,24,9789,9789,902,34
Nevada,32,0,0,337,0
Tennessee,47,2011,2011,606,21
Hawaii,15,85,85,0,1
Indiana,18,6314,6314,887,53
Kentucky,21,2406,2406,514,10
Minnesota,27,3522,3522,411,40
Oklahoma,40,1092,1092,153,17
Pennsylvania,42,0,0,946,0
South Carolina,45,1898,1898,494,0
District of Columbia,11,0,0,238,0
Kansas,20,954,954,0,0
Missouri,29,0,0,537,0
Vermont,50,0,0,12,0
Virginia,51,5360,5360,1069,88
Connecticut,09,9912,9912,246,243
Iowa,19,0,0,242,0
Louisiana,22,0,0,553,0
Ohio,39,6753,6753,563,60
Michigan,26,0,0,661,0
South Dakota,46,514,514,87,11
Arkansas,05,925,925,187,24
Delaware,10,0,0,109,0
Mississippi,28,2614,2614,655,0
New Mexico,35,1625,1625,183,42
North Dakota,38,193,193,32,0
Wyoming,56,92,92,7,0
Alaska,02,54,54,18,1
Maine,23,308,308,29,5
Alabama,01,2165,2165,647,36
Idaho,16,262,262,28,0
Montana,30,74,74,7,0
West Virginia,54,0,0,38,0
