state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8183,8183,437,34
Illinois,17,0,0,2498,0
California,06,0,0,3011,0
Arizona,04,20967,20967,815,29
Massachusetts,25,13106,13106,570,24
Wisconsin,55,10038,10038,1245,183
Texas,48,0,0,5065,0
Nebraska,31,2783,2783,389,42
Utah,49,4939,4939,321,59
Oregon,41,3005,3005,194,16
Florida,12,48510,48510,2114,190
New York,36,89995,89995,1023,0
Rhode Island,44,3126,3126,140,10
Georgia,13,30949,30949,1741,120
New Hampshire,33,765,765,15,0
North Carolina,37,0,0,1181,0
New Jersey,34,37222,37222,874,12705
Colorado,08,8557,8557,550,79
Maryland,24,16650,16650,458,47
Nevada,32,0,0,493,0
Tennessee,47,9882,9882,1426,80
Hawaii,15,1045,1045,75,12
Indiana,18,15498,15498,1548,194
Kentucky,21,6816,6816,819,55
Minnesota,27,9338,9338,584,112
Oklahoma,40,8265,8265,956,95
Pennsylvania,42,0,0,1068,0
South Carolina,45,10161,10161,718,59
District of Columbia,11,0,0,91,0
Kansas,20,3584,3584,403,78
Missouri,29,0,0,1349,0
Vermont,50,0,0,3,0
Virginia,51,12140,12140,1012,67
Connecticut,09,12257,12257,233,0
Iowa,19,0,0,536,0
Louisiana,22,0,0,620,0
Ohio,39,17866,17866,1347,184
Michigan,26,0,0,1182,0
South Dakota,46,2336,2336,349,59
Arkansas,05,6678,6678,610,152
Delaware,10,0,0,106,0
Mississippi,28,6380,6380,701,0
New Mexico,35,4169,4169,229,41
North Dakota,38,1388,1388,282,37
Wyoming,56,392,392,83,19
Alaska,02,415,415,59,14
Maine,23,473,473,8,0
Alabama,01,19595,19595,888,147
Idaho,16,2363,2363,193,36
Montana,30,1170,1170,351,79
West Virginia,54,0,0,193,0
