state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,17517,17517,806,68
Illinois,17,0,0,2735,0
California,06,0,0,16581,0
Arizona,04,51571,51571,3970,222
Massachusetts,25,18008,18008,1789,0
Wisconsin,55,24154,24154,680,91
Texas,48,0,0,11981,0
Nebraska,31,5775,5775,341,19
Utah,49,13353,13353,533,74
Oregon,41,7708,7708,321,44
Florida,12,72944,72944,6375,341
New York,36,89995,89995,8357,0
Rhode Island,44,8179,8179,324,48
Georgia,13,49869,49869,4777,261
New Hampshire,33,1029,1029,214,8
North Carolina,37,0,0,3048,0
New Jersey,34,60326,60326,3116,201
Colorado,08,21744,21744,652,31
Maryland,24,31759,31759,1616,145
Nevada,32,0,0,1290,0
Tennessee,47,16938,16938,1960,0
Hawaii,15,2064,2064,71,0
Indiana,18,40150,40150,1725,132
Kentucky,21,16546,16546,1505,142
Minnesota,27,24200,24200,450,74
Oklahoma,40,21620,21620,1247,142
Pennsylvania,42,0,0,3586,0
South Carolina,45,17888,17888,1986,149
District of Columbia,11,0,0,241,0
Kansas,20,8417,8417,550,149
Missouri,29,0,0,1908,0
Vermont,50,0,0,60,0
Virginia,51,21241,21241,2691,128
Connecticut,09,12257,12257,985,0
Iowa,19,0,0,383,0
Louisiana,22,0,0,1546,0
Ohio,39,45952,45952,2706,166
Michigan,26,0,0,1479,0
South Dakota,46,6272,6272,152,8
Arkansas,05,13552,13552,951,47
Delaware,10,0,0,320,0
Mississippi,28,8647,8647,999,0
New Mexico,35,11989,11989,538,83
North Dakota,38,3775,3775,51,9
Wyoming,56,1279,1279,54,7
Alaska,02,1202,1202,48,1
Maine,23,1381,1381,176,6
Alabama,01,41483,41483,1978,0
Idaho,16,6629,6629,241,25
Montana,30,4217,4217,103,14
West Virginia,54,0,0,519,0
