state,fips,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease
Washington,53,8795,8795,504,4
Illinois,17,0,0,4303,0
California,06,0,0,3554,0
Arizona,04,22202,22202,1185,32
Massachusetts,25,13373,13373,568,0
Wisconsin,55,12839,12839,1860,112
Texas,48,0,0,6080,0
Nebraska,31,3280,3280,760,34
Utah,49,6084,6084,437,64
Oregon,41,3378,3378,266,0
Florida,12,51093,51093,2779,64
New York,36,89995,89995,1396,0
Rhode Island,44,3584,3584,212,26
Georgia,13,32468,32468,1846,33
New Hampshire,33,794,794,55,3
North Carolina,37,0,0,1147,0
New Jersey,34,38300,38300,1439,50
Colorado,08,10017,10017,1134,20
Maryland,24,17730,17730,655,103
Nevada,32,0,0,826,0
Tennessee,47,10678,10678,1656,33
Hawaii,15,1157,1157,75,10
Indiana,18,18505,18505,2070,232
Kentucky,21,7844,7844,1153,0
Minnesota,27,11527,11527,1038,133
Oklahoma,40,9570,9570,1045,132
Pennsylvania,42,0,0,1735,0
South Carolina,45,10854,10854,718,20
District of Columbia,11,0,0,77,0
Kansas,20,4067,4067,693,0
Missouri,29,0,0,1965,0
Vermont,50,0,0,6,0
Virginia,51,13064,13064,1090,42
Connecticut,09,12257,12257,402,0
Iowa,19,0,0,992,0
Louisiana,22,0,0,622,0
Ohio,39,20497,20497,2286,102
Michigan,26,0,0,2425,0
South Dakota,46,3184,3184,546,76
Arkansas,05,7434,7434,633,19
Delaware,10,0,0,116,0
Mississippi,28,6728,6728,716,0
New Mexico,35,5122,5122,437,31
North Dakota,38,1881,1881,408,23
Wyoming,56,505,505,148,0
Alaska,02,509,509,119,10
Maine,23,525,525,48,2
Alabama,01,21294,21294,1060,0
Idaho,16,2870,2870,320,45
Montana,30,1477,1477,458,12
West Virginia,54,0,0,288,0
